budget_tokens,dataset,seed,method,target_loss,first_hit_step,first_hit_tokens,first_hit_ppl,total_minutes
100000000,dolma_sample,3407,role_depth_v4,4.80,1250,40960000,119.135,26.235
100000000,dolma_sample,3407,role_depth_v4,4.60,1650,54067200,98.237,26.235
100000000,dolma_sample,3407,role_depth_v4,4.50,1950,63897600,89.315,26.235
100000000,dolma_sample,3407,role_depth_v4,4.40,2400,78643200,80.995,26.235
100000000,dolma_sample,3407,role_depth_v4,4.35,2750,90112000,77.432,26.235
100000000,c4_en,1337,full,5.00,900,29491200,145.192,22.481
100000000,c4_en,1337,full,4.80,1150,37683200,118.863,22.481
100000000,c4_en,1337,full,4.60,1500,49152000,97.966,22.481
100000000,c4_en,1337,full,4.50,1750,57344000,88.901,22.481
100000000,c4_en,1337,full,4.40,2100,68812800,80.802,22.481
100000000,c4_en,1337,full,4.30,2650,86835200,73.402,22.481
100000000,c4_en,1337,no_role_depth,5.00,900,29491200,147.921,24.962
100000000,c4_en,1337,no_role_depth,4.80,1150,37683200,119.844,24.962
100000000,c4_en,1337,no_role_depth,4.60,1500,49152000,99.070,24.962
100000000,c4_en,1337,no_role_depth,4.50,1800,58982400,88.631,24.962
100000000,c4_en,1337,no_role_depth,4.40,2150,70451200,81.097,24.962
100000000,c4_en,1337,no_role_depth,4.30,2800,91750400,73.477,24.962
100000000,c4_en,1337,role_depth_v2,5.00,900,29491200,145.232,22.122
100000000,c4_en,1337,role_depth_v2,4.80,1150,37683200,119.165,22.122
100000000,c4_en,1337,role_depth_v2,4.60,1500,49152000,97.765,22.122
100000000,c4_en,1337,role_depth_v2,4.50,1750,57344000,88.906,22.122
100000000,c4_en,1337,role_depth_v2,4.40,2100,68812800,80.758,22.122
100000000,c4_en,1337,role_depth_v2,4.30,2650,86835200,73.304,22.122
100000000,c4_en,1337,role_depth_v3,5.00,900,29491200,147.576,20.194
100000000,c4_en,1337,role_depth_v3,4.80,1150,37683200,119.773,20.194
100000000,c4_en,1337,role_depth_v3,4.60,1500,49152000,98.853,20.194
100000000,c4_en,1337,role_depth_v3,4.50,1750,57344000,89.972,20.194
100000000,c4_en,1337,role_depth_v3,4.40,2150,70451200,80.882,20.194
100000000,c4_en,1337,role_depth_v3,4.30,2800,91750400,73.507,20.194
100000000,c4_en,1337,role_depth_v4,5.00,900,29491200,146.501,25.020
100000000,c4_en,1337,role_depth_v4,4.80,1150,37683200,118.618,25.020
100000000,c4_en,1337,role_depth_v4,4.60,1500,49152000,97.833,25.020
100000000,c4_en,1337,role_depth_v4,4.50,1750,57344000,88.925,25.020
100000000,c4_en,1337,role_depth_v4,4.40,2100,68812800,80.830,25.020
100000000,c4_en,1337,role_depth_v4,4.30,2650,86835200,73.632,25.020
100000000,c4_en,2027,full,5.00,900,29491200,145.811,24.509
100000000,c4_en,2027,full,4.80,1150,37683200,120.421,24.509
100000000,c4_en,2027,full,4.60,1550,50790400,98.276,24.509
100000000,c4_en,2027,full,4.50,1850,60620800,88.940,24.509
100000000,c4_en,2027,full,4.40,2200,72089600,81.410,24.509
100000000,c4_en,2027,full,4.30,3050,99942400,73.586,24.509
100000000,c4_en,2027,no_role_depth,5.00,950,31129600,144.091,20.341
100000000,c4_en,2027,no_role_depth,4.80,1200,39321600,118.869,20.341
100000000,c4_en,2027,no_role_depth,4.60,1600,52428800,97.548,20.341
100000000,c4_en,2027,no_role_depth,4.50,1850,60620800,89.942,20.341
100000000,c4_en,2027,no_role_depth,4.40,2300,75366400,81.042,20.341
100000000,c4_en,2027,no_role_depth,4.30,,,,20.341
100000000,c4_en,2027,role_depth_v2,5.00,900,29491200,146.130,29.627
100000000,c4_en,2027,role_depth_v2,4.80,1150,37683200,120.621,29.627
100000000,c4_en,2027,role_depth_v2,4.60,1550,50790400,98.328,29.627
100000000,c4_en,2027,role_depth_v2,4.50,1850,60620800,89.027,29.627
100000000,c4_en,2027,role_depth_v2,4.40,2250,73728000,80.601,29.627
100000000,c4_en,2027,role_depth_v2,4.30,3050,99942400,73.650,29.627
100000000,c4_en,2027,role_depth_v3,5.00,950,31129600,142.880,21.047
100000000,c4_en,2027,role_depth_v3,4.80,1200,39321600,118.006,21.047
100000000,c4_en,2027,role_depth_v3,4.60,1600,52428800,97.536,21.047
100000000,c4_en,2027,role_depth_v3,4.50,1850,60620800,89.951,21.047
100000000,c4_en,2027,role_depth_v3,4.40,2300,75366400,81.078,21.047
100000000,c4_en,2027,role_depth_v3,4.30,,,,21.047
100000000,c4_en,2027,role_depth_v4,5.00,900,29491200,146.925,20.803
100000000,c4_en,2027,role_depth_v4,4.80,1150,37683200,119.988,20.803
100000000,c4_en,2027,role_depth_v4,4.60,1550,50790400,98.066,20.803
100000000,c4_en,2027,role_depth_v4,4.50,1800,58982400,89.986,20.803
100000000,c4_en,2027,role_depth_v4,4.40,2250,73728000,80.813,20.803
100000000,c4_en,2027,role_depth_v4,4.30,,,,20.803
100000000,c4_en,3407,full,5.00,900,29491200,146.505,22.414
100000000,c4_en,3407,full,4.80,1150,37683200,121.043,22.414
100000000,c4_en,3407,full,4.60,1550,50790400,97.696,22.414
100000000,c4_en,3407,full,4.50,1800,58982400,89.657,22.414
100000000,c4_en,3407,full,4.40,2200,72089600,81.032,22.414
100000000,c4_en,3407,full,4.30,2950,96665600,73.563,22.414
100000000,c4_en,3407,no_role_depth,5.00,950,31129600,141.771,20.363
100000000,c4_en,3407,no_role_depth,4.80,1150,37683200,121.105,20.363
100000000,c4_en,3407,no_role_depth,4.60,1550,50790400,98.688,20.363
100000000,c4_en,3407,no_role_depth,4.50,1850,60620800,89.435,20.363
100000000,c4_en,3407,no_role_depth,4.40,2250,73728000,81.286,20.363
100000000,c4_en,3407,no_role_depth,4.30,,,,20.363
100000000,c4_en,3407,role_depth_v2,5.00,900,29491200,146.910,24.950
100000000,c4_en,3407,role_depth_v2,4.80,1150,37683200,120.972,24.950
100000000,c4_en,3407,role_depth_v2,4.60,1550,50790400,97.968,24.950
100000000,c4_en,3407,role_depth_v2,4.50,1800,58982400,89.816,24.950
100000000,c4_en,3407,role_depth_v2,4.40,2200,72089600,81.191,24.950
100000000,c4_en,3407,role_depth_v2,4.30,2950,96665600,73.667,24.950
100000000,c4_en,3407,role_depth_v3,5.00,950,31129600,142.817,24.294
100000000,c4_en,3407,role_depth_v3,4.80,1200,39321600,117.681,24.294
100000000,c4_en,3407,role_depth_v3,4.60,1550,50790400,98.788,24.294
100000000,c4_en,3407,role_depth_v3,4.50,1850,60620800,89.481,24.294
100000000,c4_en,3407,role_depth_v3,4.40,2250,73728000,81.384,24.294
100000000,c4_en,3407,role_depth_v3,4.30,,,,24.294
100000000,c4_en,3407,role_depth_v4,5.00,900,29491200,148.150,25.064
100000000,c4_en,3407,role_depth_v4,4.80,1150,37683200,120.337,25.064
100000000,c4_en,3407,role_depth_v4,4.60,1550,50790400,97.865,25.064
100000000,c4_en,3407,role_depth_v4,4.50,1800,58982400,90.012,25.064
100000000,c4_en,3407,role_depth_v4,4.40,2200,72089600,81.402,25.064
100000000,c4_en,3407,role_depth_v4,4.30,3000,98304000,73.655,25.064
300000000,dclm,1337,full,4.40,2350,77004800,81.032,73.189
300000000,dclm,1337,full,4.30,3150,103219200,73.576,73.189
300000000,dclm,1337,full,4.20,4100,134348800,66.467,73.189
300000000,dclm,1337,full,4.10,5500,180224000,59.912,73.189
300000000,dclm,1337,full,4.05,6300,206438400,57.348,73.189
300000000,dclm,1337,full,4.00,7400,242483200,54.563,73.189
300000000,dclm,1337,no_role_depth,4.40,2400,78643200,81.280,64.231
300000000,dclm,1337,no_role_depth,4.30,3150,103219200,73.162,64.231
300000000,dclm,1337,no_role_depth,4.20,4050,132710400,66.559,64.231
300000000,dclm,1337,no_role_depth,4.10,5450,178585600,60.274,64.231
300000000,dclm,1337,no_role_depth,4.05,6350,208076800,57.162,64.231
300000000,dclm,1337,no_role_depth,4.00,7500,245760000,54.560,64.231
300000000,dclm,1337,role_depth_v2,4.40,2350,77004800,81.019,89.778
300000000,dclm,1337,role_depth_v2,4.30,3150,103219200,73.580,89.778
300000000,dclm,1337,role_depth_v2,4.20,4100,134348800,66.538,89.778
300000000,dclm,1337,role_depth_v2,4.10,5450,178585600,60.245,89.778
300000000,dclm,1337,role_depth_v2,4.05,6300,206438400,57.250,89.778
300000000,dclm,1337,role_depth_v2,4.00,7400,242483200,54.461,89.778
300000000,dclm,1337,role_depth_v3,4.40,2450,80281600,80.650,62.903
300000000,dclm,1337,role_depth_v3,4.30,3100,101580800,73.489,62.903
300000000,dclm,1337,role_depth_v3,4.20,4100,134348800,66.418,62.903
300000000,dclm,1337,role_depth_v3,4.10,5500,180224000,59.949,62.903
300000000,dclm,1337,role_depth_v3,4.05,6350,208076800,57.299,62.903
300000000,dclm,1337,role_depth_v3,4.00,7550,247398400,54.486,62.903
300000000,dclm,1337,role_depth_v4,4.40,2450,80281600,80.658,64.029
300000000,dclm,1337,role_depth_v4,4.30,3100,101580800,73.419,64.029
300000000,dclm,1337,role_depth_v4,4.20,4000,131072000,66.679,64.029
300000000,dclm,1337,role_depth_v4,4.10,5450,178585600,60.264,64.029
300000000,dclm,1337,role_depth_v4,4.05,6300,206438400,57.380,64.029
300000000,dclm,1337,role_depth_v4,4.00,7400,242483200,54.571,64.029
300000000,dclm,2027,full,4.40,2400,78643200,81.380,67.238
300000000,dclm,2027,full,4.30,3300,108134400,73.255,67.238
300000000,dclm,2027,full,4.20,4250,139264000,66.468,67.238
300000000,dclm,2027,full,4.10,5650,185139200,60.178,67.238
300000000,dclm,2027,full,4.05,6550,214630400,57.319,67.238
300000000,dclm,2027,full,4.00,7900,258867200,54.544,67.238
300000000,dclm,2027,no_role_depth,4.40,2450,80281600,81.194,59.986
300000000,dclm,2027,no_role_depth,4.30,3200,104857600,73.470,59.986
300000000,dclm,2027,no_role_depth,4.20,4200,137625600,66.577,59.986
300000000,dclm,2027,no_role_depth,4.10,5650,185139200,60.147,59.986
300000000,dclm,2027,no_role_depth,4.05,6550,214630400,57.396,59.986
300000000,dclm,2027,no_role_depth,4.00,8000,262144000,54.577,59.986
300000000,dclm,2027,role_depth_v2,4.40,2400,78643200,81.344,61.834
300000000,dclm,2027,role_depth_v2,4.30,3300,108134400,73.248,61.834
300000000,dclm,2027,role_depth_v2,4.20,4250,139264000,66.506,61.834
300000000,dclm,2027,role_depth_v2,4.10,5650,185139200,60.224,61.834
300000000,dclm,2027,role_depth_v2,4.05,6550,214630400,57.388,61.834
300000000,dclm,2027,role_depth_v2,4.00,7900,258867200,54.556,61.834
300000000,dclm,2027,role_depth_v3,4.40,2450,80281600,81.144,75.951
300000000,dclm,2027,role_depth_v3,4.30,3200,104857600,73.659,75.951
300000000,dclm,2027,role_depth_v3,4.20,4200,137625600,66.538,75.951
300000000,dclm,2027,role_depth_v3,4.10,5700,186777600,60.228,75.951
300000000,dclm,2027,role_depth_v3,4.05,6650,217907200,57.320,75.951
300000000,dclm,2027,role_depth_v3,4.00,8050,263782400,54.584,75.951
300000000,dclm,2027,role_depth_v4,4.40,2500,81920000,81.236,61.955
300000000,dclm,2027,role_depth_v4,4.30,3200,104857600,73.593,61.955
300000000,dclm,2027,role_depth_v4,4.20,4150,135987200,66.647,61.955
300000000,dclm,2027,role_depth_v4,4.10,5650,185139200,60.118,61.955
300000000,dclm,2027,role_depth_v4,4.05,6550,214630400,57.328,61.955
300000000,dclm,2027,role_depth_v4,4.00,7900,258867200,54.538,61.955
300000000,dclm,3407,full,4.40,2050,67174400,81.360,62.710
300000000,dclm,3407,full,4.30,2750,90112000,73.578,62.710
300000000,dclm,3407,full,4.20,3650,119603200,66.629,62.710
300000000,dclm,3407,full,4.10,4850,158924800,60.201,62.710
300000000,dclm,3407,full,4.05,5550,181862400,57.235,62.710
300000000,dclm,3407,full,4.00,6500,212992000,54.505,62.710
300000000,dclm,3407,no_role_depth,4.40,2150,70451200,81.210,71.185
300000000,dclm,3407,no_role_depth,4.30,2700,88473600,73.597,71.185
300000000,dclm,3407,no_role_depth,4.20,3550,116326400,66.660,71.185
300000000,dclm,3407,no_role_depth,4.10,4750,155648000,60.094,71.185
300000000,dclm,3407,no_role_depth,4.05,5500,180224000,57.249,71.185
300000000,dclm,3407,no_role_depth,4.00,6450,211353600,54.567,71.185
300000000,dclm,3407,role_depth_v2,4.40,2050,67174400,81.229,62.414
300000000,dclm,3407,role_depth_v2,4.30,2750,90112000,73.566,62.414
300000000,dclm,3407,role_depth_v2,4.20,3700,121241600,66.234,62.414
300000000,dclm,3407,role_depth_v2,4.10,4850,158924800,60.109,62.414
300000000,dclm,3407,role_depth_v2,4.05,5550,181862400,57.215,62.414
300000000,dclm,3407,role_depth_v2,4.00,6500,212992000,54.423,62.414
300000000,dclm,3407,role_depth_v3,4.40,2150,70451200,81.299,60.237
300000000,dclm,3407,role_depth_v3,4.30,2700,88473600,73.659,60.237
300000000,dclm,3407,role_depth_v3,4.20,3600,117964800,66.571,60.237
300000000,dclm,3407,role_depth_v3,4.10,4750,155648000,60.252,60.237
300000000,dclm,3407,role_depth_v3,4.05,5550,181862400,57.203,60.237
300000000,dclm,3407,role_depth_v3,4.00,6500,212992000,54.472,60.237
300000000,dclm,3407,role_depth_v4,4.40,2150,70451200,81.107,73.089
300000000,dclm,3407,role_depth_v4,4.30,2750,90112000,73.632,73.089
300000000,dclm,3407,role_depth_v4,4.20,3600,117964800,66.669,73.089
300000000,dclm,3407,role_depth_v4,4.10,4750,155648000,60.298,73.089
300000000,dclm,3407,role_depth_v4,4.05,5500,180224000,57.334,73.089
300000000,dclm,3407,role_depth_v4,4.00,6450,211353600,54.498,73.089
300000000,fineweb_edu,1337,full,4.20,2150,70451200,66.435,67.146
300000000,fineweb_edu,1337,full,4.10,2850,93388800,60.280,67.146
300000000,fineweb_edu,1337,full,4.00,3650,119603200,54.577,67.146
300000000,fineweb_edu,1337,full,3.90,4700,154009600,49.279,67.146
300000000,fineweb_edu,1337,full,3.85,5300,173670400,46.956,67.146
300000000,fineweb_edu,1337,full,3.80,6050,198246400,44.610,67.146
300000000,fineweb_edu,1337,full,3.75,6950,227737600,42.420,67.146
300000000,fineweb_edu,1337,no_role_depth,4.20,2250,73728000,66.257,72.770
300000000,fineweb_edu,1337,no_role_depth,4.10,2800,91750400,60.267,72.770
300000000,fineweb_edu,1337,no_role_depth,4.00,3550,116326400,54.512,72.770
300000000,fineweb_edu,1337,no_role_depth,3.90,4650,152371200,49.185,72.770
300000000,fineweb_edu,1337,no_role_depth,3.85,5300,173670400,46.795,72.770
300000000,fineweb_edu,1337,no_role_depth,3.80,6050,198246400,44.573,72.770
300000000,fineweb_edu,1337,no_role_depth,3.75,6950,227737600,42.511,72.770
300000000,fineweb_edu,1337,role_depth_v2,4.20,2200,72089600,66.054,62.302
300000000,fineweb_edu,1337,role_depth_v2,4.10,2900,95027200,59.984,62.302
300000000,fineweb_edu,1337,role_depth_v2,4.00,3700,121241600,54.485,62.302
300000000,fineweb_edu,1337,role_depth_v2,3.90,4750,155648000,49.099,62.302
300000000,fineweb_edu,1337,role_depth_v2,3.85,5350,175308800,46.970,62.302
300000000,fineweb_edu,1337,role_depth_v2,3.80,6100,199884800,44.560,62.302
300000000,fineweb_edu,1337,role_depth_v2,3.75,6950,227737600,42.467,62.302
300000000,fineweb_edu,1337,role_depth_v3,4.20,2250,73728000,66.295,71.693
300000000,fineweb_edu,1337,role_depth_v3,4.10,2800,91750400,60.275,71.693
300000000,fineweb_edu,1337,role_depth_v3,4.00,3600,117964800,54.484,71.693
300000000,fineweb_edu,1337,role_depth_v3,3.90,4650,152371200,49.391,71.693
300000000,fineweb_edu,1337,role_depth_v3,3.85,5300,173670400,46.918,71.693
300000000,fineweb_edu,1337,role_depth_v3,3.80,6100,199884800,44.510,71.693
300000000,fineweb_edu,1337,role_depth_v3,3.75,7000,229376000,42.462,71.693
300000000,fineweb_edu,1337,role_depth_v4,4.20,2250,73728000,66.456,77.458
300000000,fineweb_edu,1337,role_depth_v4,4.10,2850,93388800,60.065,77.458
300000000,fineweb_edu,1337,role_depth_v4,4.00,3600,117964800,54.580,77.458
300000000,fineweb_edu,1337,role_depth_v4,3.90,4650,152371200,49.157,77.458
300000000,fineweb_edu,1337,role_depth_v4,3.85,5300,173670400,46.728,77.458
300000000,fineweb_edu,1337,role_depth_v4,3.80,6000,196608000,44.572,77.458
300000000,fineweb_edu,1337,role_depth_v4,3.75,6900,226099200,42.463,77.458
300000000,fineweb_edu,2027,full,4.20,2450,80281600,66.171,62.605
300000000,fineweb_edu,2027,full,4.10,3200,104857600,59.986,62.605
300000000,fineweb_edu,2027,full,4.00,4050,132710400,54.481,62.605
300000000,fineweb_edu,2027,full,3.90,5200,170393600,49.309,62.605
300000000,fineweb_edu,2027,full,3.85,5900,193331200,46.895,62.605
300000000,fineweb_edu,2027,full,3.80,6800,222822400,44.589,62.605
300000000,fineweb_edu,2027,full,3.75,8050,263782400,42.521,62.605
300000000,fineweb_edu,2027,no_role_depth,4.20,2450,80281600,66.586,60.605
300000000,fineweb_edu,2027,no_role_depth,4.10,3100,101580800,60.160,60.605
300000000,fineweb_edu,2027,no_role_depth,4.00,4000,131072000,54.506,60.605
300000000,fineweb_edu,2027,no_role_depth,3.90,5150,168755200,49.232,60.605
300000000,fineweb_edu,2027,no_role_depth,3.85,5900,193331200,46.763,60.605
300000000,fineweb_edu,2027,no_role_depth,3.80,6750,221184000,44.697,60.605
300000000,fineweb_edu,2027,no_role_depth,3.75,8100,265420800,42.472,60.605
300000000,fineweb_edu,2027,role_depth_v2,4.20,2450,80281600,66.144,64.732
300000000,fineweb_edu,2027,role_depth_v2,4.10,3200,104857600,60.025,64.732
300000000,fineweb_edu,2027,role_depth_v2,4.00,4050,132710400,54.446,64.732
300000000,fineweb_edu,2027,role_depth_v2,3.90,5200,170393600,49.384,64.732
300000000,fineweb_edu,2027,role_depth_v2,3.85,5900,193331200,46.955,64.732
300000000,fineweb_edu,2027,role_depth_v2,3.80,6800,222822400,44.621,64.732
300000000,fineweb_edu,2027,role_depth_v2,3.75,8050,263782400,42.486,64.732
300000000,fineweb_edu,2027,role_depth_v3,4.20,2450,80281600,66.616,71.995
300000000,fineweb_edu,2027,role_depth_v3,4.10,3100,101580800,60.195,71.995
300000000,fineweb_edu,2027,role_depth_v3,4.00,4000,131072000,54.522,71.995
300000000,fineweb_edu,2027,role_depth_v3,3.90,5200,170393600,49.272,71.995
300000000,fineweb_edu,2027,role_depth_v3,3.85,5900,193331200,46.970,71.995
300000000,fineweb_edu,2027,role_depth_v3,3.80,6850,224460800,44.642,71.995
300000000,fineweb_edu,2027,role_depth_v3,3.75,8250,270336000,42.434,71.995
300000000,fineweb_edu,2027,role_depth_v4,4.20,2500,81920000,66.634,74.333
300000000,fineweb_edu,2027,role_depth_v4,4.10,3150,103219200,59.862,74.333
300000000,fineweb_edu,2027,role_depth_v4,4.00,4000,131072000,54.583,74.333
300000000,fineweb_edu,2027,role_depth_v4,3.90,5150,168755200,49.320,74.333
300000000,fineweb_edu,2027,role_depth_v4,3.85,5900,193331200,46.829,74.333
300000000,fineweb_edu,2027,role_depth_v4,3.80,6750,221184000,44.648,74.333
300000000,fineweb_edu,2027,role_depth_v4,3.75,8100,265420800,42.440,74.333
300000000,fineweb_edu,3407,full,4.20,2250,73728000,66.561,67.079
300000000,fineweb_edu,3407,full,4.10,3000,98304000,60.120,67.079
300000000,fineweb_edu,3407,full,4.00,3800,124518400,54.549,67.079
300000000,fineweb_edu,3407,full,3.90,4900,160563200,49.207,67.079
300000000,fineweb_edu,3407,full,3.85,5550,181862400,46.911,67.079
300000000,fineweb_edu,3407,full,3.80,6350,208076800,44.677,67.079
300000000,fineweb_edu,3407,full,3.75,7300,239206400,42.506,67.079
300000000,fineweb_edu,3407,no_role_depth,4.20,2350,77004800,65.945,82.964
300000000,fineweb_edu,3407,no_role_depth,4.10,2950,96665600,60.048,82.964
300000000,fineweb_edu,3407,no_role_depth,4.00,3700,121241600,54.569,82.964
300000000,fineweb_edu,3407,no_role_depth,3.90,4800,157286400,49.332,82.964
300000000,fineweb_edu,3407,no_role_depth,3.85,5500,180224000,46.773,82.964
300000000,fineweb_edu,3407,no_role_depth,3.80,6300,206438400,44.593,82.964
300000000,fineweb_edu,3407,no_role_depth,3.75,7250,237568000,42.509,82.964
300000000,fineweb_edu,3407,role_depth_v2,4.20,2250,73728000,66.513,66.222
300000000,fineweb_edu,3407,role_depth_v2,4.10,3000,98304000,60.247,66.222
300000000,fineweb_edu,3407,role_depth_v2,4.00,3800,124518400,54.569,66.222
300000000,fineweb_edu,3407,role_depth_v2,3.90,4900,160563200,49.137,66.222
300000000,fineweb_edu,3407,role_depth_v2,3.85,5550,181862400,46.860,66.222
300000000,fineweb_edu,3407,role_depth_v2,3.80,6350,208076800,44.677,66.222
300000000,fineweb_edu,3407,role_depth_v2,3.75,7250,237568000,42.492,66.222
300000000,fineweb_edu,3407,role_depth_v3,4.20,2350,77004800,66.209,62.892
300000000,fineweb_edu,3407,role_depth_v3,4.10,2950,96665600,60.205,62.892
300000000,fineweb_edu,3407,role_depth_v3,4.00,3750,122880000,54.457,62.892
300000000,fineweb_edu,3407,role_depth_v3,3.90,4850,158924800,49.324,62.892
300000000,fineweb_edu,3407,role_depth_v3,3.85,5550,181862400,46.838,62.892
300000000,fineweb_edu,3407,role_depth_v3,3.80,6350,208076800,44.648,62.892
300000000,fineweb_edu,3407,role_depth_v3,3.75,7350,240844800,42.499,62.892
300000000,fineweb_edu,3407,role_depth_v4,4.20,2350,77004800,66.446,64.522
300000000,fineweb_edu,3407,role_depth_v4,4.10,2950,96665600,60.224,64.522
300000000,fineweb_edu,3407,role_depth_v4,4.00,3750,122880000,54.445,64.522
300000000,fineweb_edu,3407,role_depth_v4,3.90,4850,158924800,49.263,64.522
300000000,fineweb_edu,3407,role_depth_v4,3.85,5550,181862400,46.882,64.522
300000000,fineweb_edu,3407,role_depth_v4,3.80,6350,208076800,44.593,64.522
300000000,fineweb_edu,3407,role_depth_v4,3.75,7300,239206400,42.434,64.522
300000000,fineweb,1337,full,4.40,2650,86835200,81.196,67.680
300000000,fineweb,1337,full,4.30,3450,113049600,73.622,67.680
300000000,fineweb,1337,full,4.20,4450,145817600,66.675,67.680
300000000,fineweb,1337,full,4.10,5800,190054400,60.146,67.680
300000000,fineweb,1337,full,4.05,6700,219545600,57.244,67.680
300000000,fineweb,1337,full,4.00,7900,258867200,54.541,67.680
300000000,fineweb,1337,no_role_depth,4.40,2650,86835200,80.976,60.794
300000000,fineweb,1337,no_role_depth,4.30,3350,109772800,73.636,60.794
300000000,fineweb,1337,no_role_depth,4.20,4400,144179200,66.477,60.794
300000000,fineweb,1337,no_role_depth,4.10,5750,188416000,60.252,60.794
300000000,fineweb,1337,no_role_depth,4.05,6700,219545600,57.290,60.794
300000000,fineweb,1337,no_role_depth,4.00,8000,262144000,54.505,60.794
300000000,fineweb,1337,role_depth_v2,4.40,2650,86835200,81.158,75.040
300000000,fineweb,1337,role_depth_v2,4.30,3450,113049600,73.575,75.040
300000000,fineweb,1337,role_depth_v2,4.20,4450,145817600,66.551,75.040
300000000,fineweb,1337,role_depth_v2,4.10,5750,188416000,60.321,75.040
300000000,fineweb,1337,role_depth_v2,4.05,6600,216268800,57.276,75.040
300000000,fineweb,1337,role_depth_v2,4.00,7800,255590400,54.590,75.040
300000000,fineweb,1337,role_depth_v3,4.40,2650,86835200,80.980,60.551
300000000,fineweb,1337,role_depth_v3,4.30,3350,109772800,73.630,60.551
300000000,fineweb,1337,role_depth_v3,4.20,4350,142540800,66.672,60.551
300000000,fineweb,1337,role_depth_v3,4.10,5800,190054400,60.082,60.551
300000000,fineweb,1337,role_depth_v3,4.05,6650,217907200,57.347,60.551
300000000,fineweb,1337,role_depth_v3,4.00,8000,262144000,54.522,60.551
300000000,fineweb,1337,role_depth_v4,4.40,2700,88473600,80.878,61.886
300000000,fineweb,1337,role_depth_v4,4.30,3400,111411200,73.442,61.886
300000000,fineweb,1337,role_depth_v4,4.20,4400,144179200,66.475,61.886
300000000,fineweb,1337,role_depth_v4,4.10,5750,188416000,60.165,61.886
300000000,fineweb,1337,role_depth_v4,4.05,6550,214630400,57.386,61.886
300000000,fineweb,1337,role_depth_v4,4.00,7800,255590400,54.578,61.886
300000000,fineweb,2027,full,4.40,2500,81920000,81.405,67.238
300000000,fineweb,2027,full,4.30,3350,109772800,73.568,67.238
300000000,fineweb,2027,full,4.20,4250,139264000,66.643,67.238
300000000,fineweb,2027,full,4.10,5550,181862400,60.236,67.238
300000000,fineweb,2027,full,4.05,6350,208076800,57.370,67.238
300000000,fineweb,2027,full,4.00,7450,244121600,54.485,67.238
300000000,fineweb,2027,no_role_depth,4.40,2550,83558400,81.444,60.675
300000000,fineweb,2027,no_role_depth,4.30,3250,106496000,73.648,60.675
300000000,fineweb,2027,no_role_depth,4.20,4250,139264000,66.360,60.675
300000000,fineweb,2027,no_role_depth,4.10,5500,180224000,60.159,60.675
300000000,fineweb,2027,no_role_depth,4.05,6350,208076800,57.282,60.675
300000000,fineweb,2027,no_role_depth,4.00,7450,244121600,54.514,60.675
300000000,fineweb,2027,role_depth_v2,4.40,2500,81920000,81.278,75.354
300000000,fineweb,2027,role_depth_v2,4.30,3350,109772800,73.627,75.354
300000000,fineweb,2027,role_depth_v2,4.20,4300,140902400,66.622,75.354
300000000,fineweb,2027,role_depth_v2,4.10,5600,183500800,60.094,75.354
300000000,fineweb,2027,role_depth_v2,4.05,6400,209715200,57.297,75.354
300000000,fineweb,2027,role_depth_v2,4.00,7500,245760000,54.494,75.354
300000000,fineweb,2027,role_depth_v3,4.40,2550,83558400,81.184,75.692
300000000,fineweb,2027,role_depth_v3,4.30,3250,106496000,73.576,75.692
300000000,fineweb,2027,role_depth_v3,4.20,4250,139264000,66.505,75.692
300000000,fineweb,2027,role_depth_v3,4.10,5550,181862400,60.255,75.692
300000000,fineweb,2027,role_depth_v3,4.05,6450,211353600,57.264,75.692
300000000,fineweb,2027,role_depth_v3,4.00,7600,249036800,54.538,75.692
300000000,fineweb,2027,role_depth_v4,4.40,2600,85196800,81.227,73.556
300000000,fineweb,2027,role_depth_v4,4.30,3250,106496000,73.561,73.556
300000000,fineweb,2027,role_depth_v4,4.20,4250,139264000,66.325,73.556
300000000,fineweb,2027,role_depth_v4,4.10,5500,180224000,60.244,73.556
300000000,fineweb,2027,role_depth_v4,4.05,6350,208076800,57.244,73.556
300000000,fineweb,2027,role_depth_v4,4.00,7450,244121600,54.539,73.556
300000000,fineweb,3407,full,4.40,2550,83558400,81.193,62.507
300000000,fineweb,3407,full,4.30,3350,109772800,73.455,62.507
300000000,fineweb,3407,full,4.20,4350,142540800,66.567,62.507
300000000,fineweb,3407,full,4.10,5650,185139200,60.176,62.507
300000000,fineweb,3407,full,4.05,6450,211353600,57.263,62.507
300000000,fineweb,3407,full,4.00,7500,245760000,54.581,62.507
300000000,fineweb,3407,no_role_depth,4.40,2550,83558400,81.449,62.757
300000000,fineweb,3407,no_role_depth,4.30,3250,106496000,73.622,62.757
300000000,fineweb,3407,no_role_depth,4.20,4250,139264000,66.521,62.757
300000000,fineweb,3407,no_role_depth,4.10,5500,180224000,60.323,62.757
300000000,fineweb,3407,no_role_depth,4.05,6400,209715200,57.199,62.757
300000000,fineweb,3407,no_role_depth,4.00,7500,245760000,54.535,62.757
300000000,fineweb,3407,role_depth_v2,4.40,2550,83558400,81.222,74.916
300000000,fineweb,3407,role_depth_v2,4.30,3350,109772800,73.610,74.916
300000000,fineweb,3407,role_depth_v2,4.20,4300,140902400,66.622,74.916
300000000,fineweb,3407,role_depth_v2,4.10,5600,183500800,60.270,74.916
