row_index,row_id,phase,dataset,dataset_name,dataset_config,text_column,train_split,val_split,val_skip_tokens,model,layers,d_model,heads,ffn_dim,seq_len,batch_size,grad_accum,global_tokens_per_step,train_tokens,val_tokens,steps,eval_interval,eval_batches,seed,method,activation,optimizer,lr,min_lr,weight_decay,extra_args,correction_campaign,correction_source_manifest,correction_source_row_index
10,E1_rational_only_100m_dolma_sample_m0_100m_seed2027_rlb_rational_only_matrixpolicy,E1_rational_only_100m,dolma_sample,allenai/dolma,v1_6-sample,text,train,train,210000000,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,2027,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0003,0.00003,0.10,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35,matrixpolicy_live_stats_20260712,experiments/manifests/iclr26_global_rational_matrixpolicy_manifest.csv,10
11,E1_rational_only_100m_dolma_sample_m0_100m_seed3407_rlb_rational_only_matrixpolicy,E1_rational_only_100m,dolma_sample,allenai/dolma,v1_6-sample,text,train,train,210000000,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,3407,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0003,0.00003,0.10,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35,matrixpolicy_live_stats_20260712,experiments/manifests/iclr26_global_rational_matrixpolicy_manifest.csv,11
12,E1_rational_only_100m_c4_en_m0_100m_seed1337_rlb_rational_only_matrixpolicy,E1_rational_only_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,1337,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0003,0.00003,0.10,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35,matrixpolicy_live_stats_20260712,experiments/manifests/iclr26_global_rational_matrixpolicy_manifest.csv,12
13,E1_rational_only_100m_c4_en_m0_100m_seed2027_rlb_rational_only_matrixpolicy,E1_rational_only_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,2027,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0003,0.00003,0.10,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35,matrixpolicy_live_stats_20260712,experiments/manifests/iclr26_global_rational_matrixpolicy_manifest.csv,13
14,E1_rational_only_100m_c4_en_m0_100m_seed3407_rlb_rational_only_matrixpolicy,E1_rational_only_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,3407,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0003,0.00003,0.10,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35,matrixpolicy_live_stats_20260712,experiments/manifests/iclr26_global_rational_matrixpolicy_manifest.csv,14
15,E2_rational_only_300m_dclm_m0_300m_seed1337_rlb_rational_only_matrixpolicy,E2_rational_only_300m,dclm,mlfoundations/dclm-baseline-1.0,none,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,1337,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0003,0.00003,0.10,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35,matrixpolicy_live_stats_20260712,experiments/manifests/iclr26_global_rational_matrixpolicy_manifest.csv,15
16,E2_rational_only_300m_dclm_m0_300m_seed2027_rlb_rational_only_matrixpolicy,E2_rational_only_300m,dclm,mlfoundations/dclm-baseline-1.0,none,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,2027,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0003,0.00003,0.10,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35,matrixpolicy_live_stats_20260712,experiments/manifests/iclr26_global_rational_matrixpolicy_manifest.csv,16
17,E2_rational_only_300m_dclm_m0_300m_seed3407_rlb_rational_only_matrixpolicy,E2_rational_only_300m,dclm,mlfoundations/dclm-baseline-1.0,none,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,3407,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0003,0.00003,0.10,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35,matrixpolicy_live_stats_20260712,experiments/manifests/iclr26_global_rational_matrixpolicy_manifest.csv,17
18,E2_rational_only_300m_fineweb_edu_m0_300m_seed1337_rlb_rational_only_matrixpolicy,E2_rational_only_300m,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,1337,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0003,0.00003,0.10,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35,matrixpolicy_live_stats_20260712,experiments/manifests/iclr26_global_rational_matrixpolicy_manifest.csv,18
19,E2_rational_only_300m_fineweb_edu_m0_300m_seed2027_rlb_rational_only_matrixpolicy,E2_rational_only_300m,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,2027,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0003,0.00003,0.10,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35,matrixpolicy_live_stats_20260712,experiments/manifests/iclr26_global_rational_matrixpolicy_manifest.csv,19
20,E2_rational_only_300m_fineweb_edu_m0_300m_seed3407_rlb_rational_only_matrixpolicy,E2_rational_only_300m,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,3407,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0003,0.00003,0.10,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35,matrixpolicy_live_stats_20260712,experiments/manifests/iclr26_global_rational_matrixpolicy_manifest.csv,20
21,E2_rational_only_300m_fineweb_m0_300m_seed1337_rlb_rational_only_matrixpolicy,E2_rational_only_300m,fineweb,HuggingFaceFW/fineweb,sample-10BT,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,1337,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0003,0.00003,0.10,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35,matrixpolicy_live_stats_20260712,experiments/manifests/iclr26_global_rational_matrixpolicy_manifest.csv,21
22,E2_rational_only_300m_fineweb_m0_300m_seed2027_rlb_rational_only_matrixpolicy,E2_rational_only_300m,fineweb,HuggingFaceFW/fineweb,sample-10BT,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,2027,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0003,0.00003,0.10,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35,matrixpolicy_live_stats_20260712,experiments/manifests/iclr26_global_rational_matrixpolicy_manifest.csv,22
23,E2_rational_only_300m_fineweb_m0_300m_seed3407_rlb_rational_only_matrixpolicy,E2_rational_only_300m,fineweb,HuggingFaceFW/fineweb,sample-10BT,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,3407,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0003,0.00003,0.10,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35,matrixpolicy_live_stats_20260712,experiments/manifests/iclr26_global_rational_matrixpolicy_manifest.csv,23
24,E2_rational_only_300m_dolma_sample_m0_300m_seed1337_rlb_rational_only_matrixpolicy,E2_rational_only_300m,dolma_sample,allenai/dolma,v1_6-sample,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,1337,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0003,0.00003,0.10,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35,matrixpolicy_live_stats_20260712,experiments/manifests/iclr26_global_rational_matrixpolicy_manifest.csv,24
25,E2_rational_only_300m_dolma_sample_m0_300m_seed2027_rlb_rational_only_matrixpolicy,E2_rational_only_300m,dolma_sample,allenai/dolma,v1_6-sample,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,2027,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0003,0.00003,0.10,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35,matrixpolicy_live_stats_20260712,experiments/manifests/iclr26_global_rational_matrixpolicy_manifest.csv,25
26,E2_rational_only_300m_dolma_sample_m0_300m_seed3407_rlb_rational_only_matrixpolicy,E2_rational_only_300m,dolma_sample,allenai/dolma,v1_6-sample,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,3407,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0003,0.00003,0.10,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35,matrixpolicy_live_stats_20260712,experiments/manifests/iclr26_global_rational_matrixpolicy_manifest.csv,26
27,E2_rational_only_300m_c4_en_m0_300m_seed1337_rlb_rational_only_matrixpolicy,E2_rational_only_300m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,1337,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0003,0.00003,0.10,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35,matrixpolicy_live_stats_20260712,experiments/manifests/iclr26_global_rational_matrixpolicy_manifest.csv,27
28,E2_rational_only_300m_c4_en_m0_300m_seed2027_rlb_rational_only_matrixpolicy,E2_rational_only_300m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,2027,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0003,0.00003,0.10,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35,matrixpolicy_live_stats_20260712,experiments/manifests/iclr26_global_rational_matrixpolicy_manifest.csv,28
29,E2_rational_only_300m_c4_en_m0_300m_seed3407_rlb_rational_only_matrixpolicy,E2_rational_only_300m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,3407,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0003,0.00003,0.10,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35,matrixpolicy_live_stats_20260712,experiments/manifests/iclr26_global_rational_matrixpolicy_manifest.csv,29
