update,loss_tokens,proposal_accepted,functional_refresh,ledger_measurement,coefficient_abs_deviation_mean,coefficient_abs_deviation_max,budget_residual,beta2,fixed_activation_congruence,response_departure_energy
6013,1576271872,False,False,gradient_surrogate,0.0,0.0,3.4514030021979826e-16,0.95,1.0,0.0
6014,1576534016,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6015,1576796160,False,False,gradient_surrogate,0.0,0.0,1.7214884918813464e-16,0.95,1.0,0.0
6016,1577058304,False,False,gradient_surrogate,0.0,0.0,3.451455720234179e-16,0.95,1.0,0.0
6017,1577320448,False,True,functional,0.0,0.0,1.7264023718669757e-16,0.95,1.0,0.0
6018,1577582592,False,False,gradient_surrogate,0.0,0.0,6.907234271604978e-16,0.95,1.0,0.0
6019,1577844736,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6020,1578106880,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6021,1578369024,False,False,gradient_surrogate,0.0,0.0,6.896651654076038e-16,0.95,1.0,0.0
6022,1578631168,False,False,gradient_surrogate,0.0,0.0,3.439786093004993e-16,0.95,1.0,0.0
6023,1578893312,False,False,gradient_surrogate,0.0,0.0,3.4486314187667216e-16,0.95,1.0,0.0
6024,1579155456,False,False,gradient_surrogate,0.0,0.0,3.4507872280295346e-16,0.95,1.0,0.0
6025,1579417600,False,True,functional,0.0,0.0,3.4497595639166327e-16,0.95,1.0,0.0
6026,1579679744,False,False,gradient_surrogate,0.0,0.0,3.4493166547384805e-16,0.95,1.0,0.0
6027,1579941888,False,False,gradient_surrogate,0.0,0.0,1.7238605413358827e-16,0.95,1.0,0.0
6028,1580204032,False,False,gradient_surrogate,0.0,0.0,6.899091881752138e-16,0.95,1.0,0.0
6029,1580466176,False,False,gradient_surrogate,0.0,0.0,6.881079319988775e-16,0.95,1.0,0.0
6030,1580728320,False,False,gradient_surrogate,0.0,0.0,3.4503101400824316e-16,0.95,1.0,0.0
6031,1580990464,False,False,gradient_surrogate,0.0,0.0,8.626293999898685e-16,0.95,1.0,0.0
6032,1581252608,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6033,1581514752,False,True,functional,0.0,0.0,1.3789993372955772e-15,0.95,1.0,0.0
6034,1581776896,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6035,1582039040,False,False,gradient_surrogate,0.0,0.0,1.72458729222839e-16,0.95,1.0,0.0
6036,1582301184,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6037,1582563328,False,False,gradient_surrogate,0.0,0.0,6.858422741205314e-16,0.95,1.0,0.0
6038,1582825472,False,False,gradient_surrogate,0.0,0.0,3.4464875441421424e-16,0.95,1.0,0.0
6039,1583087616,False,False,gradient_surrogate,0.0,0.0,1.7241355477891872e-16,0.95,1.0,0.0
6040,1583349760,False,False,gradient_surrogate,0.0,0.0,1.723427186025978e-16,0.95,1.0,0.0
6041,1583611904,False,True,functional,0.0,0.0,3.4492526597860787e-16,0.95,1.0,0.0
6042,1583874048,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6043,1584136192,False,False,gradient_surrogate,0.0,0.0,3.448879997017161e-16,0.95,1.0,0.0
6044,1584398336,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6045,1584660480,False,False,gradient_surrogate,0.0,0.0,3.448830947759441e-16,0.95,1.0,0.0
6046,1584922624,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6047,1585184768,False,False,gradient_surrogate,0.0,0.0,8.624991143839089e-16,0.95,1.0,0.0
6048,1585446912,False,False,gradient_surrogate,0.0,0.0,3.4465534001789005e-16,0.95,1.0,0.0
6049,1585709056,False,True,functional,0.0,0.0,6.89760112641453e-16,0.95,1.0,0.0
6050,1585971200,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6051,1586233344,False,False,gradient_surrogate,0.0,0.0,1.7240232793846644e-16,0.95,1.0,0.0
6052,1586495488,False,False,gradient_surrogate,0.0,0.0,6.89975424711657e-16,0.95,1.0,0.0
6053,1586757632,False,False,gradient_surrogate,0.0,0.0,6.899926003834198e-16,0.95,1.0,0.0
6054,1587019776,False,False,gradient_surrogate,0.0,0.0,6.89473024302228e-16,0.95,1.0,0.0
6055,1587281920,False,False,gradient_surrogate,0.0,0.0,3.4491067196570416e-16,0.95,1.0,0.0
6056,1587544064,False,False,gradient_surrogate,0.0,0.0,6.895479037116194e-16,0.95,1.0,0.0
6057,1587806208,False,True,functional,0.0,0.0,3.4497775873385e-16,0.95,1.0,0.0
6058,1588068352,False,False,gradient_surrogate,0.0,0.0,1.3771897768630952e-15,0.95,1.0,0.0
6059,1588330496,False,False,gradient_surrogate,0.0,0.0,6.897997201856993e-16,0.95,1.0,0.0
6060,1588592640,False,False,gradient_surrogate,0.0,0.0,3.4488926224261456e-16,0.95,1.0,0.0
6061,1588854784,False,False,gradient_surrogate,0.0,0.0,5.132378910697152e-16,0.95,1.0,0.0
6062,1589116928,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6063,1589379072,False,False,gradient_surrogate,0.0,0.0,3.4457298903585223e-16,0.95,1.0,0.0
6064,1589641216,False,False,gradient_surrogate,0.0,0.0,3.4438338999647415e-16,0.95,1.0,0.0
6065,1589903360,False,True,functional,0.0,0.0,5.170810244646275e-16,0.95,1.0,0.0
6066,1590165504,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6067,1590427648,False,False,gradient_surrogate,0.0,0.0,1.3794102226658797e-15,0.95,1.0,0.0
6068,1590689792,False,False,gradient_surrogate,0.0,0.0,8.623234542815504e-16,0.95,1.0,0.0
6069,1590951936,False,False,gradient_surrogate,0.0,0.0,6.894253662020837e-16,0.95,1.0,0.0
6070,1591214080,False,False,gradient_surrogate,0.0,0.0,6.893138901470177e-16,0.95,1.0,0.0
6071,1591476224,False,False,gradient_surrogate,0.0,0.0,8.616859910239128e-16,0.95,1.0,0.0
6072,1591738368,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6073,1592000512,False,True,functional,0.0,0.0,1.3780726090230457e-15,0.95,1.0,0.0
6074,1592262656,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6075,1592524800,False,False,gradient_surrogate,0.0,0.0,3.449167996266034e-16,0.95,1.0,0.0
6076,1592786944,False,False,gradient_surrogate,0.0,0.0,5.171690700927869e-16,0.95,1.0,0.0
6077,1593049088,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6078,1593311232,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6079,1593573376,False,False,gradient_surrogate,0.0,0.0,3.447870809059119e-16,0.95,1.0,0.0
6080,1593835520,False,False,gradient_surrogate,0.0,0.0,5.116659450017838e-16,0.95,1.0,0.0
6081,1594097664,False,True,functional,0.0,0.0,1.032268866500094e-15,0.95,1.0,0.0
6082,1594359808,False,False,gradient_surrogate,0.0,0.0,3.443095822200468e-16,0.95,1.0,0.0
6083,1594621952,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6084,1594884096,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6085,1595146240,False,False,gradient_surrogate,0.0,0.0,1.7226733052515035e-16,0.95,1.0,0.0
6086,1595408384,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6087,1595670528,False,False,gradient_surrogate,0.0,0.0,3.4473579330410276e-16,0.95,1.0,0.0
6088,1595932672,False,False,gradient_surrogate,0.0,0.0,3.4463278531124466e-16,0.95,1.0,0.0
6089,1596194816,False,True,functional,0.0,0.0,1.7235477814359942e-16,0.95,1.0,0.0
6090,1596456960,False,False,gradient_surrogate,0.0,0.0,3.4453179495867397e-16,0.95,1.0,0.0
6091,1596719104,False,False,gradient_surrogate,0.0,0.0,3.443784069221466e-16,0.95,1.0,0.0
6092,1596981248,False,False,gradient_surrogate,0.0,0.0,3.44826484249073e-16,0.95,1.0,0.0
6093,1597243392,False,False,gradient_surrogate,0.0,0.0,1.8966444604670502e-15,0.95,1.0,0.0
6094,1597505536,False,False,gradient_surrogate,0.0,0.0,5.173871444179434e-16,0.95,1.0,0.0
6095,1597767680,False,False,gradient_surrogate,0.0,0.0,6.898346605986466e-16,0.95,1.0,0.0
6096,1598029824,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6097,1598291968,False,True,functional,0.0,0.0,5.174714081120013e-16,0.95,1.0,0.0
6098,1598554112,False,False,gradient_surrogate,0.0,0.0,3.4489200110570245e-16,0.95,1.0,0.0
6099,1598816256,False,False,gradient_surrogate,0.0,0.0,5.17276948929507e-16,0.95,1.0,0.0
6100,1599078400,False,False,gradient_surrogate,0.0,0.0,3.4477654856844853e-16,0.95,1.0,0.0
6101,1599340544,False,False,gradient_surrogate,0.0,0.0,5.174998401951697e-16,0.95,1.0,0.0
6102,1599602688,False,False,gradient_surrogate,0.0,0.0,3.44930743862783e-16,0.95,1.0,0.0
6103,1599864832,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6104,1600126976,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6105,1600389120,False,True,functional,0.0,0.0,1.722550172624839e-16,0.95,1.0,0.0
6106,1600651264,False,False,gradient_surrogate,0.0,0.0,1.725420451235931e-16,0.95,1.0,0.0
6107,1600913408,False,False,gradient_surrogate,0.0,0.0,1.035104548096765e-15,0.95,1.0,0.0
6108,1601175552,False,False,gradient_surrogate,0.0,0.0,5.174393125403877e-16,0.95,1.0,0.0
6109,1601437696,False,False,gradient_surrogate,0.0,0.0,3.449054194973706e-16,0.95,1.0,0.0
6110,1601699840,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6111,1601961984,False,False,gradient_surrogate,0.0,0.0,5.176232215391487e-16,0.95,1.0,0.0
6112,1602224128,False,False,gradient_surrogate,0.0,0.0,5.175623291315358e-16,0.95,1.0,0.0
6113,1602486272,False,True,functional,0.0,0.0,6.890852406644175e-16,0.95,1.0,0.0
6114,1602748416,False,False,gradient_surrogate,0.0,0.0,6.893189788424364e-16,0.95,1.0,0.0
6115,1603010560,False,False,gradient_surrogate,0.0,0.0,3.4493430442329276e-16,0.95,1.0,0.0
6116,1603272704,False,False,gradient_surrogate,0.0,0.0,3.4488300566196257e-16,0.95,1.0,0.0
6117,1603534848,False,False,gradient_surrogate,0.0,0.0,1.8968391187667683e-15,0.95,1.0,0.0
6118,1603796992,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6119,1604059136,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6120,1604321280,False,False,gradient_surrogate,0.0,0.0,1.348421493837511e-15,0.95,1.0,0.0
6121,1604583424,False,True,functional,0.0,0.0,3.376019945821745e-16,0.95,1.0,0.0
6122,1604845568,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6123,1605107712,False,False,gradient_surrogate,0.0,0.0,1.6930286705993282e-16,0.95,1.0,0.0
6124,1605369856,False,False,gradient_surrogate,0.0,0.0,6.778992004486852e-16,0.95,1.0,0.0
6125,1605632000,False,False,gradient_surrogate,0.0,0.0,6.784933894110641e-16,0.95,1.0,0.0
6126,1605894144,False,False,gradient_surrogate,0.0,0.0,1.0192293153486916e-15,0.95,1.0,0.0
6127,1606156288,False,False,gradient_surrogate,0.0,0.0,8.506354670590301e-16,0.95,1.0,0.0
6128,1606418432,False,False,gradient_surrogate,0.0,0.0,1.7029609113375596e-16,0.95,1.0,0.0
6129,1606680576,False,True,functional,0.0,0.0,6.817769130777732e-16,0.95,1.0,0.0
6130,1606942720,False,False,gradient_surrogate,0.0,0.0,6.826232689765048e-16,0.95,1.0,0.0
6131,1607204864,False,False,gradient_surrogate,0.0,0.0,5.125647204568205e-16,0.95,1.0,0.0
6132,1607467008,False,False,gradient_surrogate,0.0,0.0,1.7099544343721921e-16,0.95,1.0,0.0
6133,1607729152,False,False,gradient_surrogate,0.0,0.0,3.424019704136759e-16,0.95,1.0,0.0
6134,1607991296,False,False,gradient_surrogate,0.0,0.0,1.3704289760517388e-15,0.95,1.0,0.0
6135,1608253440,False,False,gradient_surrogate,0.0,0.0,1.2004219701864066e-15,0.95,1.0,0.0
6136,1608515584,False,False,gradient_surrogate,0.0,0.0,3.4315033613253334e-16,0.95,1.0,0.0
6137,1608777728,False,True,functional,0.0,0.0,6.868606404227661e-16,0.95,1.0,0.0
6138,1609039872,False,False,gradient_surrogate,0.0,0.0,3.4340976926110563e-16,0.95,1.0,0.0
6139,1609302016,False,False,gradient_surrogate,0.0,0.0,6.866967001107188e-16,0.95,1.0,0.0
6140,1609564160,False,False,gradient_surrogate,0.0,0.0,8.594176579560855e-16,0.95,1.0,0.0
6141,1609826304,False,False,gradient_surrogate,0.0,0.0,1.718220094734772e-16,0.95,1.0,0.0
6142,1610088448,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6143,1610350592,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6144,1610612736,False,False,gradient_surrogate,0.0,0.0,6.885181587792562e-16,0.95,1.0,0.0
6145,1610874880,False,True,functional,0.0,0.0,5.164541428046377e-16,0.95,1.0,0.0
6146,1611137024,False,False,gradient_surrogate,0.0,0.0,3.4452848737158417e-16,0.95,1.0,0.0
6147,1611399168,False,False,gradient_surrogate,0.0,0.0,1.7222200523449465e-16,0.95,1.0,0.0
6148,1611661312,False,False,gradient_surrogate,0.0,0.0,6.848829410104725e-16,0.95,1.0,0.0
6149,1611923456,False,False,gradient_surrogate,0.0,0.0,3.443844944814051e-16,0.95,1.0,0.0
6150,1612185600,False,False,gradient_surrogate,0.0,0.0,3.443685533078676e-16,0.95,1.0,0.0
6151,1612447744,False,False,gradient_surrogate,0.0,0.0,6.756812395346101e-16,0.95,1.0,0.0
6152,1612709888,False,False,gradient_surrogate,0.0,0.0,3.388265066332667e-16,0.95,1.0,0.0
6153,1612972032,False,True,functional,0.0,0.0,5.09019339624447e-16,0.95,1.0,0.0
6154,1613234176,False,False,gradient_surrogate,0.0,0.0,6.796746616949574e-16,0.95,1.0,0.0
6155,1613496320,False,False,gradient_surrogate,0.0,0.0,5.095085087292756e-16,0.95,1.0,0.0
6156,1613758464,False,False,gradient_surrogate,0.0,0.0,1.0220101545525896e-15,0.95,1.0,0.0
6157,1614020608,False,False,gradient_surrogate,0.0,0.0,1.7052330487170844e-16,0.95,1.0,0.0
6158,1614282752,False,False,gradient_surrogate,0.0,0.0,3.411198308868866e-16,0.95,1.0,0.0
6159,1614544896,False,False,gradient_surrogate,0.0,0.0,3.4135298222971527e-16,0.95,1.0,0.0
6160,1614807040,False,False,gradient_surrogate,0.0,0.0,1.3661552896678588e-15,0.95,1.0,0.0
6161,1615069184,False,True,functional,0.0,0.0,1.026314177258348e-15,0.95,1.0,0.0
6162,1615331328,False,False,gradient_surrogate,0.0,0.0,5.133265848973975e-16,0.95,1.0,0.0
6163,1615593472,False,False,gradient_surrogate,0.0,0.0,3.4265956120262645e-16,0.95,1.0,0.0
6164,1615855616,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6165,1616117760,False,False,gradient_surrogate,0.0,0.0,3.43258744347448e-16,0.95,1.0,0.0
6166,1616379904,False,False,gradient_surrogate,0.0,0.0,3.433669024602489e-16,0.95,1.0,0.0
6167,1616642048,False,False,gradient_surrogate,0.0,0.0,6.872241154211491e-16,0.95,1.0,0.0
6168,1616904192,False,False,gradient_surrogate,0.0,0.0,3.4352733610452386e-16,0.95,1.0,0.0
6169,1617166336,False,True,functional,0.0,0.0,1.203302382729815e-15,0.95,1.0,0.0
6170,1617428480,False,False,gradient_surrogate,0.0,0.0,1.7199485233556113e-16,0.95,1.0,0.0
6171,1617690624,False,False,gradient_surrogate,0.0,0.0,6.883619956032332e-16,0.95,1.0,0.0
6172,1617952768,False,False,gradient_surrogate,0.0,0.0,3.4431355128727705e-16,0.95,1.0,0.0
6173,1618214912,False,False,gradient_surrogate,0.0,0.0,1.7212550331897396e-16,0.95,1.0,0.0
6174,1618477056,False,False,gradient_surrogate,0.0,0.0,1.7217918888683413e-16,0.95,1.0,0.0
6175,1618739200,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6176,1619001344,False,False,gradient_surrogate,0.0,0.0,3.446177865938921e-16,0.95,1.0,0.0
6177,1619263488,False,True,functional,0.0,0.0,1.0321648478262136e-15,0.95,1.0,0.0
6178,1619525632,False,False,gradient_surrogate,0.0,0.0,3.447315661430624e-16,0.95,1.0,0.0
6179,1619787776,False,False,gradient_surrogate,0.0,0.0,5.17005722328165e-16,0.95,1.0,0.0
6180,1620049920,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6181,1620312064,False,False,gradient_surrogate,0.0,0.0,6.893581316815198e-16,0.95,1.0,0.0
6182,1620574208,False,False,gradient_surrogate,0.0,0.0,6.894703932282744e-16,0.95,1.0,0.0
6183,1620836352,False,False,gradient_surrogate,0.0,0.0,6.894793604084871e-16,0.95,1.0,0.0
6184,1621098496,False,False,gradient_surrogate,0.0,0.0,1.7197426818347146e-16,0.95,1.0,0.0
6185,1621360640,False,True,functional,0.0,0.0,3.4474228608989613e-16,0.95,1.0,0.0
6186,1621622784,False,False,gradient_surrogate,0.0,0.0,1.2073755813700555e-15,0.95,1.0,0.0
6187,1621884928,False,False,gradient_surrogate,0.0,0.0,1.725085225159122e-16,0.95,1.0,0.0
6188,1622147072,False,False,gradient_surrogate,0.0,0.0,1.7258532058702699e-16,0.95,1.0,0.0
6189,1622409216,False,False,gradient_surrogate,0.0,0.0,8.598606588059426e-16,0.95,1.0,0.0
6190,1622671360,False,False,gradient_surrogate,0.0,0.0,5.171512138779552e-16,0.95,1.0,0.0
6191,1622933504,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6192,1623195648,False,False,gradient_surrogate,0.0,0.0,3.449353723656168e-16,0.95,1.0,0.0
6193,1623457792,False,True,functional,0.0,0.0,1.7233013130060356e-16,0.95,1.0,0.0
6194,1623719936,False,False,gradient_surrogate,0.0,0.0,6.893788330620975e-16,0.95,1.0,0.0
6195,1623982080,False,False,gradient_surrogate,0.0,0.0,3.448547134593727e-16,0.95,1.0,0.0
6196,1624244224,False,False,gradient_surrogate,0.0,0.0,3.449790190305976e-16,0.95,1.0,0.0
6197,1624506368,False,False,gradient_surrogate,0.0,0.0,6.877717819330651e-16,0.95,1.0,0.0
6198,1624768512,False,False,gradient_surrogate,0.0,0.0,3.4488597027000358e-16,0.95,1.0,0.0
6199,1625030656,False,False,gradient_surrogate,0.0,0.0,5.174645149990721e-16,0.95,1.0,0.0
6200,1625292800,False,False,gradient_surrogate,0.0,0.0,5.176806722359232e-16,0.95,1.0,0.0
6201,1625554944,False,True,functional,0.0,0.0,0.0,0.95,1.0,0.0
6202,1625817088,False,False,gradient_surrogate,0.0,0.0,6.899243976389352e-16,0.95,1.0,0.0
6203,1626079232,False,False,gradient_surrogate,0.0,0.0,3.4498615176554576e-16,0.95,1.0,0.0
6204,1626341376,False,False,gradient_surrogate,0.0,0.0,3.449988889909981e-16,0.95,1.0,0.0
6205,1626603520,False,False,gradient_surrogate,0.0,0.0,8.629889344365717e-16,0.95,1.0,0.0
6206,1626865664,False,False,gradient_surrogate,0.0,0.0,3.4498823189013635e-16,0.95,1.0,0.0
6207,1627127808,False,False,gradient_surrogate,0.0,0.0,1.7231502766359914e-16,0.95,1.0,0.0
6208,1627389952,False,False,gradient_surrogate,0.0,0.0,1.7225021866288459e-16,0.95,1.0,0.0
6209,1627652096,False,True,functional,0.0,0.0,1.034656023953521e-15,0.95,1.0,0.0
6210,1627914240,False,False,gradient_surrogate,0.0,0.0,5.174069204919711e-16,0.95,1.0,0.0
6211,1628176384,False,False,gradient_surrogate,0.0,0.0,3.449998062235983e-16,0.95,1.0,0.0
6212,1628438528,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6213,1628700672,False,False,gradient_surrogate,0.0,0.0,6.9008712265627e-16,0.95,1.0,0.0
6214,1628962816,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6215,1629224960,False,False,gradient_surrogate,0.0,0.0,1.7243743366499352e-16,0.95,1.0,0.0
6216,1629487104,False,False,gradient_surrogate,0.0,0.0,1.7244740714469335e-16,0.95,1.0,0.0
6217,1629749248,False,True,functional,0.0,0.0,3.4477494953452816e-16,0.95,1.0,0.0
6218,1630011392,False,False,gradient_surrogate,0.0,0.0,6.877103299336363e-16,0.95,1.0,0.0
6219,1630273536,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6220,1630535680,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6221,1630797824,False,False,gradient_surrogate,0.0,0.0,6.895959633330762e-16,0.95,1.0,0.0
6222,1631059968,False,False,gradient_surrogate,0.0,0.0,8.624017385532432e-16,0.95,1.0,0.0
6223,1631322112,False,False,gradient_surrogate,0.0,0.0,1.0343446419483676e-15,0.95,1.0,0.0
6224,1631584256,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6225,1631846400,False,True,functional,0.0,0.0,1.724975546264365e-16,0.95,1.0,0.0
6226,1632108544,False,False,gradient_surrogate,0.0,0.0,1.0348185097499843e-15,0.95,1.0,0.0
6227,1632370688,False,False,gradient_surrogate,0.0,0.0,1.6706387607741958e-16,0.95,1.0,0.0
6228,1632632832,False,False,gradient_surrogate,0.0,0.0,8.539755038452145e-16,0.95,1.0,0.0
6229,1632894976,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6230,1633157120,False,False,gradient_surrogate,0.0,0.0,3.421660021852916e-16,0.95,1.0,0.0
6231,1633419264,False,False,gradient_surrogate,0.0,0.0,6.852230626716648e-16,0.95,1.0,0.0
6232,1633681408,False,False,gradient_surrogate,0.0,0.0,1.0290979406957064e-15,0.95,1.0,0.0
6233,1633943552,False,True,functional,0.0,0.0,6.860892842934601e-16,0.95,1.0,0.0
6234,1634205696,False,False,gradient_surrogate,0.0,0.0,1.7167219064964945e-16,0.95,1.0,0.0
6235,1634467840,False,False,gradient_surrogate,0.0,0.0,1.7181597302763315e-16,0.95,1.0,0.0
6236,1634729984,False,False,gradient_surrogate,0.0,0.0,1.0308135476607953e-15,0.95,1.0,0.0
6237,1634992128,False,False,gradient_surrogate,0.0,0.0,3.438448012787333e-16,0.95,1.0,0.0
6238,1635254272,False,False,gradient_surrogate,0.0,0.0,1.0315481832681733e-15,0.95,1.0,0.0
6239,1635516416,False,False,gradient_surrogate,0.0,0.0,3.441014273680304e-16,0.95,1.0,0.0
6240,1635778560,False,False,gradient_surrogate,0.0,0.0,3.4406849250549187e-16,0.95,1.0,0.0
6241,1636040704,False,True,functional,0.0,0.0,6.884734362696862e-16,0.95,1.0,0.0
6242,1636302848,False,False,gradient_surrogate,0.0,0.0,8.609635984628917e-16,0.95,1.0,0.0
6243,1636564992,False,False,gradient_surrogate,0.0,0.0,8.620435491547182e-16,0.95,1.0,0.0
6244,1636827136,False,False,gradient_surrogate,0.0,0.0,3.4473002864829323e-16,0.95,1.0,0.0
6245,1637089280,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6246,1637351424,False,False,gradient_surrogate,0.0,0.0,1.7239659177268735e-16,0.95,1.0,0.0
6247,1637613568,False,False,gradient_surrogate,0.0,0.0,3.448527159685264e-16,0.95,1.0,0.0
6248,1637875712,False,False,gradient_surrogate,0.0,0.0,3.4479543461920997e-16,0.95,1.0,0.0
6249,1638137856,False,True,functional,0.0,0.0,5.169630155821993e-16,0.95,1.0,0.0
6250,1638400000,False,False,gradient_surrogate,0.0,0.0,3.448650164627152e-16,0.95,1.0,0.0
6251,1638662144,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6252,1638924288,False,False,gradient_surrogate,0.0,0.0,3.445546022849715e-16,0.95,1.0,0.0
6253,1639186432,False,False,gradient_surrogate,0.0,0.0,3.447359735296147e-16,0.95,1.0,0.0
6254,1639448576,False,False,gradient_surrogate,0.0,0.0,3.4463869844270737e-16,0.95,1.0,0.0
6255,1639710720,False,False,gradient_surrogate,0.0,0.0,2.0711226902670175e-15,0.95,1.0,0.0
6256,1639972864,False,False,gradient_surrogate,0.0,0.0,1.7227966451719104e-16,0.95,1.0,0.0
6257,1640235008,False,True,functional,0.0,0.0,3.447292856849438e-16,0.95,1.0,0.0
6258,1640497152,False,False,gradient_surrogate,0.0,0.0,6.878430917058862e-16,0.95,1.0,0.0
6259,1640759296,False,False,gradient_surrogate,0.0,0.0,3.447511432739019e-16,0.95,1.0,0.0
6260,1641021440,False,False,gradient_surrogate,0.0,0.0,1.03406038014141e-15,0.95,1.0,0.0
6261,1641283584,False,False,gradient_surrogate,0.0,0.0,3.447421966748056e-16,0.95,1.0,0.0
6262,1641545728,False,False,gradient_surrogate,0.0,0.0,5.170255307334511e-16,0.95,1.0,0.0
6263,1641807872,False,False,gradient_surrogate,0.0,0.0,1.7228377739193473e-16,0.95,1.0,0.0
6264,1642070016,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6265,1642332160,False,True,functional,0.0,0.0,1.2051862259002818e-15,0.95,1.0,0.0
6266,1642594304,False,False,gradient_surrogate,0.0,0.0,6.890344035395231e-16,0.95,1.0,0.0
6267,1642856448,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6268,1643118592,False,False,gradient_surrogate,0.0,0.0,3.4468203563292893e-16,0.95,1.0,0.0
6269,1643380736,False,False,gradient_surrogate,0.0,0.0,3.445932296155532e-16,0.95,1.0,0.0
6270,1643642880,False,False,gradient_surrogate,0.0,0.0,3.446633150907681e-16,0.95,1.0,0.0
6271,1643905024,False,False,gradient_surrogate,0.0,0.0,6.893507681517312e-16,0.95,1.0,0.0
6272,1644167168,False,False,gradient_surrogate,0.0,0.0,5.17089916069782e-16,0.95,1.0,0.0
6273,1644429312,False,True,functional,0.0,0.0,1.7228341844514706e-16,0.95,1.0,0.0
6274,1644691456,False,False,gradient_surrogate,0.0,0.0,3.430199598422153e-16,0.95,1.0,0.0
6275,1644953600,False,False,gradient_surrogate,0.0,0.0,3.44374205619804e-16,0.95,1.0,0.0
6276,1645215744,False,False,gradient_surrogate,0.0,0.0,1.6834945059039525e-16,0.95,1.0,0.0
6277,1645477888,False,False,gradient_surrogate,0.0,0.0,1.7131722347575588e-16,0.95,1.0,0.0
6278,1645740032,False,False,gradient_surrogate,0.0,0.0,3.427062119215243e-16,0.95,1.0,0.0
6279,1646002176,False,False,gradient_surrogate,0.0,0.0,1.0290180917061332e-15,0.95,1.0,0.0
6280,1646264320,False,False,gradient_surrogate,0.0,0.0,3.430242725223786e-16,0.95,1.0,0.0
6281,1646526464,False,True,functional,0.0,0.0,1.7170055963208704e-16,0.95,1.0,0.0
6282,1646788608,False,False,gradient_surrogate,0.0,0.0,1.7159925168170788e-16,0.95,1.0,0.0
6283,1647050752,False,False,gradient_surrogate,0.0,0.0,1.718665571526701e-16,0.95,1.0,0.0
6284,1647312896,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
6285,1647575040,False,False,gradient_surrogate,0.0,0.0,8.595933217443236e-16,0.95,1.0,0.0
6286,1647837184,False,False,gradient_surrogate,0.0,0.0,5.161585880248279e-16,0.95,1.0,0.0
6287,1648099328,False,False,gradient_surrogate,0.0,0.0,5.142604704986613e-16,0.95,1.0,0.0
