task,seed,method,step,loss,lr,seconds_per_step
fineweb,3407,SiLU+Muon,2390,4.459137,0.000064,1.837438
fineweb,3407,SiLU+Muon,2400,4.446235,0.000063,1.785309
fineweb,3407,SiLU+Muon,2410,4.485391,0.000062,1.644550
fineweb,3407,SiLU+Muon,2420,4.488917,0.000061,1.862372
fineweb,3407,SiLU+Muon,2430,4.510176,0.000060,1.932946
fineweb,3407,SiLU+Muon,2440,4.488628,0.000059,2.009769
fineweb,3407,SiLU+Muon,2450,4.458514,0.000059,1.691606
fineweb,3407,SiLU+Muon,2460,4.490981,0.000058,1.992598
fineweb,3407,SiLU+Muon,2470,4.470273,0.000057,1.871660
fineweb,3407,SiLU+Muon,2480,4.455180,0.000056,1.959538
fineweb,3407,SiLU+Muon,2490,4.465622,0.000055,1.974060
fineweb,3407,SiLU+Muon,2500,4.465483,0.000054,1.878203
fineweb,3407,SiLU+Muon,2510,4.454657,0.000053,1.913917
fineweb,3407,SiLU+Muon,2520,4.440239,0.000052,2.011313
fineweb,3407,SiLU+Muon,2530,4.478440,0.000052,1.835011
fineweb,3407,SiLU+Muon,2540,4.454399,0.000051,1.912905
fineweb,3407,SiLU+Muon,2550,4.445377,0.000050,2.032437
fineweb,3407,SiLU+Muon,2560,4.460718,0.000049,1.849003
fineweb,3407,SiLU+Muon,2570,4.452835,0.000049,2.019279
fineweb,3407,SiLU+Muon,2580,4.468105,0.000048,1.977645
fineweb,3407,SiLU+Muon,2590,4.452280,0.000047,1.818525
fineweb,3407,SiLU+Muon,2600,4.453553,0.000046,1.997952
fineweb,3407,SiLU+Muon,2610,4.464068,0.000046,1.987427
fineweb,3407,SiLU+Muon,2620,4.433584,0.000045,1.995940
fineweb,3407,SiLU+Muon,2630,4.450589,0.000044,2.049728
fineweb,3407,SiLU+Muon,2640,4.426421,0.000044,1.939875
fineweb,3407,SiLU+Muon,2650,4.437192,0.000043,2.008546
fineweb,3407,SiLU+Muon,2660,4.435389,0.000042,1.950994
fineweb,3407,SiLU+Muon,2670,4.424165,0.000042,1.901456
fineweb,3407,SiLU+Muon,2680,4.399565,0.000041,1.867521
fineweb,3407,SiLU+Muon,2690,4.417446,0.000041,1.997521
fineweb,3407,SiLU+Muon,2700,4.428706,0.000040,1.867138
fineweb,3407,SiLU+Muon,2710,4.425753,0.000039,2.027931
fineweb,3407,SiLU+Muon,2720,4.443228,0.000039,1.997487
fineweb,3407,SiLU+Muon,2730,4.476691,0.000038,1.894438
fineweb,3407,SiLU+Muon,2740,4.421094,0.000038,1.943188
fineweb,3407,SiLU+Muon,2750,4.420585,0.000037,1.954389
fineweb,3407,SiLU+Muon,2760,4.424034,0.000037,1.942585
fineweb,3407,SiLU+Muon,2770,4.434439,0.000036,1.940255
fineweb,3407,SiLU+Muon,2780,4.419637,0.000036,1.892223
fineweb,3407,SiLU+Muon,2790,4.423283,0.000036,2.030725
fineweb,3407,SiLU+Muon,2800,4.405338,0.000035,2.088580
fineweb,3407,SiLU+Muon,2810,4.453995,0.000035,1.917967
fineweb,3407,SiLU+Muon,2820,4.431907,0.000034,1.926964
fineweb,3407,SiLU+Muon,2830,4.391463,0.000034,1.869951
fineweb,3407,SiLU+Muon,2840,4.416898,0.000034,2.029695
fineweb,3407,SiLU+Muon,2850,4.435484,0.000033,1.803071
fineweb,3407,SiLU+Muon,2860,4.433794,0.000033,1.995180
fineweb,3407,SiLU+Muon,2870,4.410318,0.000033,1.810851
fineweb,3407,SiLU+Muon,2880,4.412402,0.000032,1.911806
fineweb,3407,SiLU+Muon,2890,4.420276,0.000032,1.892462
fineweb,3407,SiLU+Muon,2900,4.454815,0.000032,1.918955
fineweb,3407,SiLU+Muon,2910,4.414158,0.000032,2.025230
fineweb,3407,SiLU+Muon,2920,4.440981,0.000031,1.997888
fineweb,3407,SiLU+Muon,2930,4.398904,0.000031,1.850086
fineweb,3407,SiLU+Muon,2940,4.434528,0.000031,1.895878
fineweb,3407,SiLU+Muon,2950,4.444913,0.000031,1.996703
fineweb,3407,SiLU+Muon,2960,4.405301,0.000031,2.022243
fineweb,3407,SiLU+Muon,2970,4.418220,0.000031,1.884039
fineweb,3407,SiLU+Muon,2980,4.420220,0.000030,1.922299
fineweb,3407,SiLU+Muon,2990,4.402781,0.000030,1.903596
fineweb,3407,SiLU+Muon,3000,4.431102,0.000030,1.905741
fineweb,3407,SiLU+Muon,3010,4.421686,0.000030,1.998734
fineweb,3407,SiLU+Muon,3020,4.397323,0.000030,1.920226
fineweb,3407,SiLU+Muon,3030,4.389569,0.000030,1.866150
fineweb,3407,SiLU+Muon,3040,4.407359,0.000030,1.774291
fineweb,3407,SiLU+Muon,3050,4.398569,0.000030,1.814577
fineweb,3407,RLB+Muon,1,10.990993,0.000001,4.662264
fineweb,3407,RLB+Muon,10,10.975838,0.000015,2.688986
fineweb,3407,RLB+Muon,20,10.925980,0.000030,2.479989
fineweb,3407,RLB+Muon,30,10.812992,0.000045,2.499124
fineweb,3407,RLB+Muon,40,10.653868,0.000060,2.568599
fineweb,3407,RLB+Muon,50,10.451370,0.000075,2.516999
fineweb,3407,RLB+Muon,60,10.208912,0.000090,2.505606
fineweb,3407,RLB+Muon,70,9.952926,0.000105,2.528863
fineweb,3407,RLB+Muon,80,9.682727,0.000120,2.492549
fineweb,3407,RLB+Muon,90,9.421015,0.000135,2.482562
fineweb,3407,RLB+Muon,100,9.181669,0.000150,2.388780
fineweb,3407,RLB+Muon,110,8.952202,0.000165,2.471661
fineweb,3407,RLB+Muon,120,8.752622,0.000180,2.571600
fineweb,3407,RLB+Muon,130,8.553347,0.000195,2.453877
fineweb,3407,RLB+Muon,140,8.360993,0.000210,2.495746
fineweb,3407,RLB+Muon,150,8.169277,0.000225,2.552748
fineweb,3407,RLB+Muon,160,8.043364,0.000240,2.503281
fineweb,3407,RLB+Muon,170,7.937095,0.000255,2.503720
fineweb,3407,RLB+Muon,180,7.808410,0.000270,2.480861
fineweb,3407,RLB+Muon,190,7.667063,0.000285,2.568220
fineweb,3407,RLB+Muon,200,7.582263,0.000300,2.436299
fineweb,3407,RLB+Muon,210,7.460991,0.000300,2.487352
fineweb,3407,RLB+Muon,220,7.396672,0.000300,2.505586
fineweb,3407,RLB+Muon,230,7.269543,0.000300,2.547675
fineweb,3407,RLB+Muon,240,7.227932,0.000300,2.490582
fineweb,3407,RLB+Muon,250,7.141653,0.000300,2.469299
fineweb,3407,RLB+Muon,260,7.075998,0.000300,2.490747
fineweb,3407,RLB+Muon,270,6.964366,0.000300,2.555350
fineweb,3407,RLB+Muon,280,6.937441,0.000299,2.520148
fineweb,3407,RLB+Muon,290,6.876113,0.000299,2.489111
fineweb,3407,RLB+Muon,300,6.823213,0.000299,2.498688
fineweb,3407,RLB+Muon,310,6.770300,0.000299,2.541623
fineweb,3407,RLB+Muon,320,6.700467,0.000299,2.499369
fineweb,3407,RLB+Muon,330,6.677754,0.000299,2.486968
fineweb,3407,RLB+Muon,340,6.587433,0.000298,2.508395
fineweb,3407,RLB+Muon,350,6.544828,0.000298,2.495071
fineweb,3407,RLB+Muon,360,6.490539,0.000298,2.496160
fineweb,3407,RLB+Muon,370,6.443682,0.000298,2.499271
fineweb,3407,RLB+Muon,380,6.404887,0.000297,2.519509
fineweb,3407,RLB+Muon,390,6.342025,0.000297,2.518151
fineweb,3407,RLB+Muon,400,6.317804,0.000297,2.464797
fineweb,3407,RLB+Muon,410,6.275120,0.000296,2.514025
fineweb,3407,RLB+Muon,420,6.255826,0.000296,2.560869
fineweb,3407,RLB+Muon,430,6.201377,0.000296,2.522314
fineweb,3407,RLB+Muon,440,6.137985,0.000295,2.486369
fineweb,3407,RLB+Muon,450,6.119429,0.000295,2.530569
fineweb,3407,RLB+Muon,460,6.049534,0.000295,2.544033
fineweb,3407,RLB+Muon,470,6.073613,0.000294,2.495860
fineweb,3407,RLB+Muon,480,6.036079,0.000294,2.445702
fineweb,3407,RLB+Muon,490,6.009165,0.000293,2.492833
fineweb,3407,RLB+Muon,500,5.967429,0.000293,2.465744
fineweb,3407,RLB+Muon,510,5.902744,0.000292,2.489010
fineweb,3407,RLB+Muon,520,5.903091,0.000292,2.506610
fineweb,3407,RLB+Muon,530,5.868279,0.000291,2.505541
fineweb,3407,RLB+Muon,540,5.862647,0.000291,2.498722
fineweb,3407,RLB+Muon,550,5.812793,0.000290,2.487570
fineweb,3407,RLB+Muon,560,5.805398,0.000290,2.477409
fineweb,3407,RLB+Muon,570,5.809115,0.000289,2.460832
fineweb,3407,RLB+Muon,580,5.751115,0.000288,2.535842
fineweb,3407,RLB+Muon,590,5.727902,0.000288,2.449930
fineweb,3407,RLB+Muon,600,5.721520,0.000287,2.497732
fineweb,3407,RLB+Muon,610,5.729370,0.000287,2.548494
fineweb,3407,RLB+Muon,620,5.695037,0.000286,2.446856
fineweb,3407,RLB+Muon,630,5.658374,0.000285,2.533135
fineweb,3407,RLB+Muon,640,5.636782,0.000284,2.486033
fineweb,3407,RLB+Muon,650,5.616366,0.000284,2.481356
fineweb,3407,RLB+Muon,660,5.572465,0.000283,2.533769
fineweb,3407,RLB+Muon,670,5.565856,0.000282,2.500889
fineweb,3407,RLB+Muon,680,5.560939,0.000282,2.484850
fineweb,3407,RLB+Muon,690,5.546380,0.000281,2.515260
fineweb,3407,RLB+Muon,700,5.524817,0.000280,2.518117
fineweb,3407,RLB+Muon,710,5.468525,0.000279,2.489673
fineweb,3407,RLB+Muon,720,5.495898,0.000279,2.484625
fineweb,3407,RLB+Muon,730,5.468058,0.000278,2.475234
fineweb,3407,RLB+Muon,740,5.448284,0.000277,2.497761
fineweb,3407,RLB+Muon,750,5.431952,0.000276,2.479995
fineweb,3407,RLB+Muon,760,5.419851,0.000275,2.528461
fineweb,3407,RLB+Muon,770,5.405346,0.000274,2.505895
fineweb,3407,RLB+Muon,780,5.392448,0.000273,2.555249
fineweb,3407,RLB+Muon,790,5.389056,0.000273,2.495832
fineweb,3407,RLB+Muon,800,5.414017,0.000272,2.528163
fineweb,3407,RLB+Muon,810,5.370561,0.000271,2.453077
fineweb,3407,RLB+Muon,820,5.352079,0.000270,2.531514
fineweb,3407,RLB+Muon,830,5.333444,0.000269,2.531837
fineweb,3407,RLB+Muon,840,5.334631,0.000268,2.507554
fineweb,3407,RLB+Muon,850,5.310282,0.000267,2.525834
fineweb,3407,RLB+Muon,860,5.334195,0.000266,2.462705
fineweb,3407,RLB+Muon,870,5.270490,0.000265,2.451840
fineweb,3407,RLB+Muon,880,5.258811,0.000264,2.474464
fineweb,3407,RLB+Muon,890,5.287625,0.000263,2.393736
fineweb,3407,RLB+Muon,900,5.240580,0.000262,2.408969
fineweb,3407,RLB+Muon,910,5.243245,0.000261,2.385634
fineweb,3407,RLB+Muon,920,5.202157,0.000260,2.422766
fineweb,3407,RLB+Muon,930,5.197274,0.000259,2.324133
fineweb,3407,RLB+Muon,940,5.229984,0.000258,2.395797
fineweb,3407,RLB+Muon,950,5.186392,0.000257,2.372081
fineweb,3407,RLB+Muon,960,5.181217,0.000255,2.462835
fineweb,3407,RLB+Muon,970,5.209877,0.000254,2.446732
fineweb,3407,RLB+Muon,980,5.168224,0.000253,2.415391
fineweb,3407,RLB+Muon,990,5.154744,0.000252,2.438677
fineweb,3407,RLB+Muon,1000,5.139868,0.000251,2.502855
fineweb,3407,RLB+Muon,1010,5.124320,0.000250,2.367833
fineweb,3407,RLB+Muon,1020,5.137003,0.000249,2.523088
fineweb,3407,RLB+Muon,1030,5.122403,0.000247,2.428242
fineweb,3407,RLB+Muon,1040,5.088502,0.000246,2.460628
fineweb,3407,RLB+Muon,1050,5.130939,0.000245,2.476518
fineweb,3407,RLB+Muon,1060,5.113989,0.000244,2.480037
fineweb,3407,RLB+Muon,1070,5.077916,0.000243,2.468391
fineweb,3407,RLB+Muon,1080,5.037235,0.000241,2.525116
fineweb,3407,RLB+Muon,1090,5.071894,0.000240,2.550948
fineweb,3407,RLB+Muon,1100,5.076126,0.000239,2.513051
fineweb,3407,RLB+Muon,1110,5.047301,0.000238,2.451882
fineweb,3407,RLB+Muon,1120,5.056946,0.000236,2.513142
fineweb,3407,RLB+Muon,1130,5.024449,0.000235,2.486277
fineweb,3407,RLB+Muon,1140,5.035969,0.000234,2.501229
fineweb,3407,RLB+Muon,1150,5.005340,0.000233,2.514351
fineweb,3407,RLB+Muon,1160,4.991869,0.000231,2.503395
fineweb,3407,RLB+Muon,1170,4.964690,0.000230,2.473579
fineweb,3407,RLB+Muon,1180,4.994710,0.000229,2.517358
fineweb,3407,RLB+Muon,1190,4.981717,0.000227,2.448156
fineweb,3407,RLB+Muon,1200,4.961947,0.000226,2.538624
fineweb,3407,RLB+Muon,1210,4.961019,0.000225,2.510627
fineweb,3407,RLB+Muon,1220,4.961995,0.000223,2.574651
fineweb,3407,RLB+Muon,1230,4.931644,0.000222,2.489697
fineweb,3407,RLB+Muon,1240,4.960449,0.000221,2.510688
fineweb,3407,RLB+Muon,1250,4.960224,0.000219,2.496100
fineweb,3407,RLB+Muon,1260,4.918201,0.000218,2.447869
fineweb,3407,RLB+Muon,1270,4.926251,0.000217,2.540116
fineweb,3407,RLB+Muon,1280,4.921755,0.000215,2.554983
fineweb,3407,RLB+Muon,1290,4.906587,0.000214,2.468794
fineweb,3407,RLB+Muon,1300,4.916809,0.000212,2.396520
fineweb,3407,RLB+Muon,1310,4.934327,0.000211,2.485514
fineweb,3407,RLB+Muon,1320,4.895690,0.000210,2.528009
fineweb,3407,RLB+Muon,1330,4.910177,0.000208,2.506062
fineweb,3407,RLB+Muon,1340,4.865499,0.000207,2.485993
fineweb,3407,RLB+Muon,1350,4.848737,0.000205,2.499434
fineweb,3407,RLB+Muon,1360,4.900641,0.000204,2.560134
fineweb,3407,RLB+Muon,1370,4.873920,0.000203,2.529582
fineweb,3407,RLB+Muon,1380,4.851520,0.000201,2.445010
fineweb,3407,RLB+Muon,1390,4.830101,0.000200,2.525953
fineweb,3407,RLB+Muon,1400,4.841879,0.000198,2.458389
fineweb,3407,RLB+Muon,1410,4.833078,0.000197,2.409569
fineweb,3407,RLB+Muon,1420,4.836095,0.000195,2.473172
fineweb,3407,RLB+Muon,1430,4.823923,0.000194,2.470817
fineweb,3407,RLB+Muon,1440,4.825629,0.000192,2.504122
fineweb,3407,RLB+Muon,1450,4.817892,0.000191,2.551843
fineweb,3407,RLB+Muon,1460,4.807167,0.000190,2.538054
fineweb,3407,RLB+Muon,1470,4.807795,0.000188,2.526240
fineweb,3407,RLB+Muon,1480,4.810285,0.000187,2.503194
fineweb,3407,RLB+Muon,1490,4.790407,0.000185,2.535227
fineweb,3407,RLB+Muon,1500,4.782149,0.000184,2.494429
fineweb,3407,RLB+Muon,1510,4.765145,0.000182,2.501063
fineweb,3407,RLB+Muon,1520,4.744415,0.000181,2.421435
fineweb,3407,RLB+Muon,1530,4.778897,0.000179,2.464127
fineweb,3407,RLB+Muon,1540,4.744873,0.000178,2.560075
fineweb,3407,RLB+Muon,1550,4.781199,0.000176,2.518011
fineweb,3407,RLB+Muon,1560,4.758175,0.000175,2.467166
fineweb,3407,RLB+Muon,1570,4.747654,0.000173,2.558357
fineweb,3407,RLB+Muon,1580,4.760474,0.000172,2.555845
fineweb,3407,RLB+Muon,1590,4.754634,0.000170,2.470416
fineweb,3407,RLB+Muon,1600,4.756839,0.000169,2.424024
fineweb,3407,RLB+Muon,1610,4.749504,0.000167,2.494090
fineweb,3407,RLB+Muon,1620,4.720776,0.000166,2.528947
fineweb,3407,RLB+Muon,1630,4.713096,0.000164,2.517896
fineweb,3407,RLB+Muon,1640,4.744924,0.000163,2.489522
fineweb,3407,RLB+Muon,1650,4.655584,0.000161,2.507641
fineweb,3407,RLB+Muon,1660,4.723717,0.000160,2.506778
fineweb,3407,RLB+Muon,1670,4.692819,0.000158,2.517854
fineweb,3407,RLB+Muon,1680,4.695486,0.000157,2.477935
fineweb,3407,RLB+Muon,1690,4.702423,0.000155,2.505639
fineweb,3407,RLB+Muon,1700,4.661920,0.000154,2.500755
fineweb,3407,RLB+Muon,1710,4.683906,0.000153,2.547606
fineweb,3407,RLB+Muon,1720,4.675728,0.000151,2.535113
fineweb,3407,RLB+Muon,1730,4.659027,0.000150,2.534559
fineweb,3407,RLB+Muon,1740,4.699628,0.000148,2.535901
fineweb,3407,RLB+Muon,1750,4.686028,0.000147,2.487291
fineweb,3407,RLB+Muon,1760,4.669545,0.000145,2.472730
fineweb,3407,RLB+Muon,1770,4.643545,0.000144,2.530179
fineweb,3407,RLB+Muon,1780,4.627972,0.000142,2.560305
fineweb,3407,RLB+Muon,1790,4.641729,0.000141,2.481109
fineweb,3407,RLB+Muon,1800,4.669862,0.000139,2.536299
fineweb,3407,RLB+Muon,1810,4.667185,0.000138,2.485163
fineweb,3407,RLB+Muon,1820,4.622450,0.000136,2.496100
fineweb,3407,RLB+Muon,1830,4.648721,0.000135,2.431991
fineweb,3407,RLB+Muon,1840,4.643361,0.000133,2.487710
fineweb,3407,RLB+Muon,1850,4.629963,0.000132,2.524393
fineweb,3407,RLB+Muon,1860,4.592919,0.000131,2.462013
fineweb,3407,RLB+Muon,1870,4.614521,0.000129,2.404773
fineweb,3407,RLB+Muon,1880,4.618341,0.000128,2.475129
fineweb,3407,RLB+Muon,1890,4.604056,0.000126,2.515042
fineweb,3407,RLB+Muon,1900,4.618126,0.000125,2.459464
fineweb,3407,RLB+Muon,1910,4.604652,0.000123,2.471488
fineweb,3407,RLB+Muon,1920,4.594965,0.000122,2.509539
fineweb,3407,RLB+Muon,1930,4.617985,0.000121,2.512981
fineweb,3407,RLB+Muon,1940,4.592666,0.000119,2.500391
fineweb,3407,RLB+Muon,1950,4.590281,0.000118,2.480923
fineweb,3407,RLB+Muon,1960,4.585215,0.000116,2.509861
fineweb,3407,RLB+Muon,1970,4.564585,0.000115,2.533358
fineweb,3407,RLB+Muon,1980,4.574656,0.000114,2.506648
fineweb,3407,RLB+Muon,1990,4.581845,0.000112,2.492912
fineweb,3407,RLB+Muon,2000,4.563783,0.000111,2.494812
fineweb,3407,RLB+Muon,2010,4.588737,0.000110,2.502279
fineweb,3407,RLB+Muon,2020,4.587654,0.000108,2.482720
fineweb,3407,RLB+Muon,2030,4.561421,0.000107,2.380629
fineweb,3407,RLB+Muon,2040,4.559021,0.000106,2.522695
fineweb,3407,RLB+Muon,2050,4.554479,0.000104,2.497977
fineweb,3407,RLB+Muon,2060,4.585864,0.000103,2.507271
fineweb,3407,RLB+Muon,2070,4.532798,0.000102,2.490509
fineweb,3407,RLB+Muon,2080,4.541932,0.000100,2.528776
fineweb,3407,RLB+Muon,2090,4.568194,0.000099,2.505537
fineweb,3407,RLB+Muon,2100,4.552839,0.000098,2.492636
fineweb,3407,RLB+Muon,2110,4.532601,0.000096,2.506216
fineweb,3407,RLB+Muon,2120,4.545751,0.000095,2.524645
fineweb,3407,RLB+Muon,2130,4.512796,0.000094,2.512778
fineweb,3407,RLB+Muon,2140,4.531275,0.000093,2.505632
fineweb,3407,RLB+Muon,2150,4.514673,0.000091,2.528104
fineweb,3407,RLB+Muon,2160,4.481606,0.000090,2.527502
fineweb,3407,RLB+Muon,2170,4.553429,0.000089,2.498838
fineweb,3407,RLB+Muon,2180,4.499492,0.000088,2.503906
fineweb,3407,RLB+Muon,2190,4.528226,0.000086,2.517798
fineweb,3407,RLB+Muon,2200,4.514536,0.000085,2.520615
fineweb,3407,RLB+Muon,2210,4.525905,0.000084,2.505173
fineweb,3407,RLB+Muon,2220,4.474521,0.000083,2.504087
fineweb,3407,RLB+Muon,2230,4.538544,0.000082,2.517171
fineweb,3407,RLB+Muon,2240,4.518731,0.000080,2.500789
fineweb,3407,RLB+Muon,2250,4.505469,0.000079,2.524794
fineweb,3407,RLB+Muon,2260,4.507268,0.000078,2.485579
fineweb,3407,RLB+Muon,2270,4.480678,0.000077,2.453870
fineweb,3407,RLB+Muon,2280,4.491191,0.000076,2.417248
fineweb,3407,RLB+Muon,2290,4.531660,0.000075,2.495015
fineweb,3407,RLB+Muon,2300,4.493343,0.000074,2.454987
fineweb,3407,RLB+Muon,2310,4.478865,0.000073,2.426752
fineweb,3407,RLB+Muon,2320,4.465242,0.000072,2.476062
fineweb,3407,RLB+Muon,2330,4.459032,0.000070,2.473705
fineweb,3407,RLB+Muon,2340,4.480660,0.000069,2.516447
fineweb,3407,RLB+Muon,2350,4.483760,0.000068,2.514359
fineweb,3407,RLB+Muon,2360,4.479717,0.000067,2.525187
fineweb,3407,RLB+Muon,2370,4.466837,0.000066,2.497684
fineweb,3407,RLB+Muon,2380,4.475713,0.000065,2.491683
fineweb,3407,RLB+Muon,2390,4.446649,0.000064,2.500063
fineweb,3407,RLB+Muon,2400,4.434121,0.000063,2.489892
fineweb,3407,RLB+Muon,2410,4.476048,0.000062,2.495401
fineweb,3407,RLB+Muon,2420,4.479342,0.000061,2.492268
fineweb,3407,RLB+Muon,2430,4.498337,0.000060,2.505789
fineweb,3407,RLB+Muon,2440,4.474354,0.000059,2.498344
fineweb,3407,RLB+Muon,2450,4.446715,0.000059,2.513294
fineweb,3407,RLB+Muon,2460,4.478210,0.000058,2.512537
fineweb,3407,RLB+Muon,2470,4.460913,0.000057,2.515837
fineweb,3407,RLB+Muon,2480,4.445023,0.000056,2.474926
fineweb,3407,RLB+Muon,2490,4.451443,0.000055,2.407396
fineweb,3407,RLB+Muon,2500,4.453378,0.000054,2.486778
fineweb,3407,RLB+Muon,2510,4.442378,0.000053,2.413547
fineweb,3407,RLB+Muon,2520,4.428054,0.000052,2.298455
fineweb,3407,RLB+Muon,2530,4.468004,0.000052,2.512025
fineweb,3407,RLB+Muon,2540,4.442643,0.000051,2.493433
fineweb,3407,RLB+Muon,2550,4.435290,0.000050,2.487449
fineweb,3407,RLB+Muon,2560,4.449163,0.000049,2.489186
fineweb,3407,RLB+Muon,2570,4.441199,0.000049,2.511868
fineweb,3407,RLB+Muon,2580,4.456972,0.000048,2.486387
fineweb,3407,RLB+Muon,2590,4.442152,0.000047,2.476574
fineweb,3407,RLB+Muon,2600,4.443132,0.000046,2.497746
fineweb,3407,RLB+Muon,2610,4.453503,0.000046,2.447438
fineweb,3407,RLB+Muon,2620,4.423547,0.000045,2.520299
fineweb,3407,RLB+Muon,2630,4.437367,0.000044,2.434818
fineweb,3407,RLB+Muon,2640,4.418412,0.000044,2.499127
fineweb,3407,RLB+Muon,2650,4.425610,0.000043,2.492168
fineweb,3407,RLB+Muon,2660,4.423067,0.000042,2.475708
fineweb,3407,RLB+Muon,2670,4.412349,0.000042,2.483379
fineweb,3407,RLB+Muon,2680,4.386355,0.000041,2.504127
fineweb,3407,RLB+Muon,2690,4.407036,0.000041,2.507143
fineweb,3407,RLB+Muon,2700,4.416368,0.000040,2.503767
fineweb,3407,RLB+Muon,2710,4.417587,0.000039,2.472951
fineweb,3407,RLB+Muon,2720,4.432665,0.000039,2.466622
fineweb,3407,RLB+Muon,2730,4.466777,0.000038,2.413334
fineweb,3407,RLB+Muon,2740,4.412687,0.000038,2.500845
fineweb,3407,RLB+Muon,2750,4.411469,0.000037,2.496184
fineweb,3407,RLB+Muon,2760,4.412015,0.000037,2.412329
fineweb,3407,RLB+Muon,2770,4.421198,0.000036,2.377306
fineweb,3407,RLB+Muon,2780,4.407121,0.000036,2.526648
fineweb,3407,RLB+Muon,2790,4.411724,0.000036,2.499463
fineweb,3407,RLB+Muon,2800,4.395617,0.000035,2.518323
fineweb,3407,RLB+Muon,2810,4.441637,0.000035,2.494642
fineweb,3407,RLB+Muon,2820,4.419627,0.000034,2.499291
fineweb,3407,RLB+Muon,2830,4.379301,0.000034,2.456205
fineweb,3407,RLB+Muon,2840,4.404603,0.000034,2.513713
fineweb,3407,RLB+Muon,2850,4.423314,0.000033,2.494069
fineweb,3407,RLB+Muon,2860,4.422485,0.000033,2.484346
fineweb,3407,RLB+Muon,2870,4.398530,0.000033,2.524722
fineweb,3407,RLB+Muon,2880,4.399840,0.000032,2.487847
fineweb,3407,RLB+Muon,2890,4.407629,0.000032,2.496861
fineweb,3407,RLB+Muon,2900,4.442203,0.000032,2.484865
fineweb,3407,RLB+Muon,2910,4.403320,0.000032,2.479643
fineweb,3407,RLB+Muon,2920,4.430735,0.000031,2.524091
fineweb,3407,RLB+Muon,2930,4.387769,0.000031,2.458048
fineweb,3407,RLB+Muon,2940,4.421133,0.000031,2.508219
fineweb,3407,RLB+Muon,2950,4.435696,0.000031,2.508555
fineweb,3407,RLB+Muon,2960,4.390115,0.000031,2.479441
fineweb,3407,RLB+Muon,2970,4.406971,0.000031,2.503666
fineweb,3407,RLB+Muon,2980,4.409852,0.000030,2.488215
fineweb,3407,RLB+Muon,2990,4.390696,0.000030,2.487511
fineweb,3407,RLB+Muon,3000,4.417014,0.000030,2.463823
fineweb,3407,RLB+Muon,3010,4.410880,0.000030,2.468445
fineweb,3407,RLB+Muon,3020,4.384426,0.000030,2.382328
fineweb,3407,RLB+Muon,3030,4.376381,0.000030,2.420742
fineweb,3407,RLB+Muon,3040,4.395709,0.000030,2.480207
fineweb,3407,RLB+Muon,3050,4.385441,0.000030,2.485561
fineweb,3407,RLB+MatrixPolicy (group-stat),1,10.990993,0.000001,4.443103
fineweb,3407,RLB+MatrixPolicy (group-stat),10,10.463193,0.000015,2.695730
fineweb,3407,RLB+MatrixPolicy (group-stat),20,9.741810,0.000030,2.485287
fineweb,3407,RLB+MatrixPolicy (group-stat),30,9.463567,0.000045,2.473537
fineweb,3407,RLB+MatrixPolicy (group-stat),40,9.072666,0.000060,2.462953
fineweb,3407,RLB+MatrixPolicy (group-stat),50,8.574256,0.000075,2.450337
fineweb,3407,RLB+MatrixPolicy (group-stat),60,8.072199,0.000090,2.521404
fineweb,3407,RLB+MatrixPolicy (group-stat),70,7.653930,0.000105,2.533459
fineweb,3407,RLB+MatrixPolicy (group-stat),80,7.416706,0.000120,2.516381
fineweb,3407,RLB+MatrixPolicy (group-stat),90,7.267041,0.000135,2.540103
fineweb,3407,RLB+MatrixPolicy (group-stat),100,7.144891,0.000150,2.534426
fineweb,3407,RLB+MatrixPolicy (group-stat),110,7.008650,0.000165,2.527528
fineweb,3407,RLB+MatrixPolicy (group-stat),120,6.913416,0.000180,2.481719
fineweb,3407,RLB+MatrixPolicy (group-stat),130,6.795090,0.000195,2.516034
fineweb,3407,RLB+MatrixPolicy (group-stat),140,6.686292,0.000210,2.466048
fineweb,3407,RLB+MatrixPolicy (group-stat),150,6.571678,0.000225,2.435764
fineweb,3407,RLB+MatrixPolicy (group-stat),160,6.541321,0.000240,2.501688
fineweb,3407,RLB+MatrixPolicy (group-stat),170,6.493676,0.000255,2.500599
fineweb,3407,RLB+MatrixPolicy (group-stat),180,6.432730,0.000270,2.527301
fineweb,3407,RLB+MatrixPolicy (group-stat),190,6.332121,0.000285,2.370622
fineweb,3407,RLB+MatrixPolicy (group-stat),200,6.306774,0.000300,2.456157
fineweb,3407,RLB+MatrixPolicy (group-stat),210,6.221835,0.000300,2.503723
fineweb,3407,RLB+MatrixPolicy (group-stat),220,6.196561,0.000300,2.540106
fineweb,3407,RLB+MatrixPolicy (group-stat),230,6.111431,0.000300,2.441958
fineweb,3407,RLB+MatrixPolicy (group-stat),240,6.092807,0.000300,2.369774
fineweb,3407,RLB+MatrixPolicy (group-stat),250,6.043803,0.000300,2.487599
fineweb,3407,RLB+MatrixPolicy (group-stat),260,5.998435,0.000300,2.485951
fineweb,3407,RLB+MatrixPolicy (group-stat),270,5.922544,0.000300,2.510343
fineweb,3407,RLB+MatrixPolicy (group-stat),280,5.913203,0.000299,2.472268
fineweb,3407,RLB+MatrixPolicy (group-stat),290,5.879407,0.000299,2.530229
