task,seed,method,step,loss,lr,seconds_per_step
fineweb,2027,SiLU+Muon,2890,4.397837,0.000032,1.744389
fineweb,2027,SiLU+Muon,2900,4.395909,0.000032,2.001356
fineweb,2027,SiLU+Muon,2910,4.379778,0.000032,1.915324
fineweb,2027,SiLU+Muon,2920,4.398829,0.000031,1.959730
fineweb,2027,SiLU+Muon,2930,4.397145,0.000031,2.022345
fineweb,2027,SiLU+Muon,2940,4.384864,0.000031,1.858709
fineweb,2027,SiLU+Muon,2950,4.418760,0.000031,1.672287
fineweb,2027,SiLU+Muon,2960,4.364707,0.000031,2.003573
fineweb,2027,SiLU+Muon,2970,4.391919,0.000031,2.001557
fineweb,2027,SiLU+Muon,2980,4.371407,0.000030,1.975514
fineweb,2027,SiLU+Muon,2990,4.395204,0.000030,2.056863
fineweb,2027,SiLU+Muon,3000,4.382465,0.000030,1.979033
fineweb,2027,SiLU+Muon,3010,4.375938,0.000030,1.633455
fineweb,2027,SiLU+Muon,3020,4.345656,0.000030,2.034292
fineweb,2027,SiLU+Muon,3030,4.396238,0.000030,1.935959
fineweb,2027,SiLU+Muon,3040,4.378286,0.000030,1.977024
fineweb,2027,SiLU+Muon,3050,4.371112,0.000030,1.927341
fineweb,2027,RLB+Muon,1,10.979935,0.000001,4.595663
fineweb,2027,RLB+Muon,10,10.964592,0.000015,2.530980
fineweb,2027,RLB+Muon,20,10.906527,0.000030,2.511162
fineweb,2027,RLB+Muon,30,10.787555,0.000045,2.507288
fineweb,2027,RLB+Muon,40,10.621131,0.000060,2.536420
fineweb,2027,RLB+Muon,50,10.417677,0.000075,2.513444
fineweb,2027,RLB+Muon,60,10.170661,0.000090,2.443963
fineweb,2027,RLB+Muon,70,9.922632,0.000105,2.533710
fineweb,2027,RLB+Muon,80,9.652729,0.000120,2.488027
fineweb,2027,RLB+Muon,90,9.379824,0.000135,2.530961
fineweb,2027,RLB+Muon,100,9.139894,0.000150,2.332841
fineweb,2027,RLB+Muon,110,8.918065,0.000165,2.454712
fineweb,2027,RLB+Muon,120,8.708351,0.000180,2.535920
fineweb,2027,RLB+Muon,130,8.514675,0.000195,2.467035
fineweb,2027,RLB+Muon,140,8.363865,0.000210,2.499270
fineweb,2027,RLB+Muon,150,8.176448,0.000225,2.369206
fineweb,2027,RLB+Muon,160,8.039546,0.000240,2.498267
fineweb,2027,RLB+Muon,170,7.918789,0.000255,2.512525
fineweb,2027,RLB+Muon,180,7.793631,0.000270,2.494777
fineweb,2027,RLB+Muon,190,7.686537,0.000285,2.432340
fineweb,2027,RLB+Muon,200,7.580668,0.000300,2.366097
fineweb,2027,RLB+Muon,210,7.503519,0.000300,2.458168
fineweb,2027,RLB+Muon,220,7.373687,0.000300,2.492476
fineweb,2027,RLB+Muon,230,7.330292,0.000300,2.483800
fineweb,2027,RLB+Muon,240,7.224037,0.000300,2.514943
fineweb,2027,RLB+Muon,250,7.146808,0.000300,2.420925
fineweb,2027,RLB+Muon,260,7.064076,0.000300,2.519055
fineweb,2027,RLB+Muon,270,6.987020,0.000300,2.490112
fineweb,2027,RLB+Muon,280,6.961462,0.000299,2.519023
fineweb,2027,RLB+Muon,290,6.882950,0.000299,2.415040
fineweb,2027,RLB+Muon,300,6.829896,0.000299,2.550029
fineweb,2027,RLB+Muon,310,6.746778,0.000299,2.519352
fineweb,2027,RLB+Muon,320,6.683588,0.000299,2.509408
fineweb,2027,RLB+Muon,330,6.658239,0.000299,2.512689
fineweb,2027,RLB+Muon,340,6.602251,0.000298,2.391701
fineweb,2027,RLB+Muon,350,6.548430,0.000298,2.511424
fineweb,2027,RLB+Muon,360,6.523706,0.000298,2.506550
fineweb,2027,RLB+Muon,370,6.447759,0.000298,2.504442
fineweb,2027,RLB+Muon,380,6.434171,0.000297,2.544102
fineweb,2027,RLB+Muon,390,6.365599,0.000297,2.358812
fineweb,2027,RLB+Muon,400,6.327021,0.000297,2.538284
fineweb,2027,RLB+Muon,410,6.271652,0.000296,2.534671
fineweb,2027,RLB+Muon,420,6.229906,0.000296,2.482328
fineweb,2027,RLB+Muon,430,6.176858,0.000296,2.487934
fineweb,2027,RLB+Muon,440,6.148684,0.000295,2.384030
fineweb,2027,RLB+Muon,450,6.155116,0.000295,2.541768
fineweb,2027,RLB+Muon,460,6.092410,0.000295,2.477590
fineweb,2027,RLB+Muon,470,6.075968,0.000294,2.521361
fineweb,2027,RLB+Muon,480,5.986062,0.000294,2.377578
fineweb,2027,RLB+Muon,490,5.999243,0.000293,2.540206
fineweb,2027,RLB+Muon,500,5.956015,0.000293,2.477590
fineweb,2027,RLB+Muon,510,5.891068,0.000292,2.492160
fineweb,2027,RLB+Muon,520,5.939277,0.000292,2.431940
fineweb,2027,RLB+Muon,530,5.866126,0.000291,2.359856
fineweb,2027,RLB+Muon,540,5.828791,0.000291,2.516779
fineweb,2027,RLB+Muon,550,5.830240,0.000290,2.525524
fineweb,2027,RLB+Muon,560,5.803013,0.000290,2.507879
fineweb,2027,RLB+Muon,570,5.806564,0.000289,2.472336
fineweb,2027,RLB+Muon,580,5.742894,0.000288,2.310071
fineweb,2027,RLB+Muon,590,5.707422,0.000288,2.495858
fineweb,2027,RLB+Muon,600,5.685424,0.000287,2.541475
fineweb,2027,RLB+Muon,610,5.706270,0.000287,2.518459
fineweb,2027,RLB+Muon,620,5.664992,0.000286,2.454008
fineweb,2027,RLB+Muon,630,5.665308,0.000285,2.436661
fineweb,2027,RLB+Muon,640,5.622543,0.000284,2.488991
fineweb,2027,RLB+Muon,650,5.615985,0.000284,2.510318
fineweb,2027,RLB+Muon,660,5.582850,0.000283,2.394076
fineweb,2027,RLB+Muon,670,5.576065,0.000282,2.467386
fineweb,2027,RLB+Muon,680,5.588793,0.000282,2.473151
fineweb,2027,RLB+Muon,690,5.537057,0.000281,2.485082
fineweb,2027,RLB+Muon,700,5.527443,0.000280,2.484682
fineweb,2027,RLB+Muon,710,5.472571,0.000279,2.520847
fineweb,2027,RLB+Muon,720,5.485267,0.000279,2.452046
fineweb,2027,RLB+Muon,730,5.491296,0.000278,2.510574
fineweb,2027,RLB+Muon,740,5.464600,0.000277,2.535950
fineweb,2027,RLB+Muon,750,5.417820,0.000276,2.532401
fineweb,2027,RLB+Muon,760,5.443287,0.000275,2.507147
fineweb,2027,RLB+Muon,770,5.407866,0.000274,2.396451
fineweb,2027,RLB+Muon,780,5.383489,0.000273,2.536199
fineweb,2027,RLB+Muon,790,5.393598,0.000273,2.426143
fineweb,2027,RLB+Muon,800,5.371805,0.000272,2.538832
fineweb,2027,RLB+Muon,810,5.343769,0.000271,2.464652
fineweb,2027,RLB+Muon,820,5.350350,0.000270,2.311830
fineweb,2027,RLB+Muon,830,5.324527,0.000269,2.487219
fineweb,2027,RLB+Muon,840,5.336283,0.000268,2.519532
fineweb,2027,RLB+Muon,850,5.314234,0.000267,2.514863
fineweb,2027,RLB+Muon,860,5.278199,0.000266,2.422777
fineweb,2027,RLB+Muon,870,5.290117,0.000265,2.474083
fineweb,2027,RLB+Muon,880,5.276686,0.000264,2.514288
fineweb,2027,RLB+Muon,890,5.242075,0.000263,2.547121
fineweb,2027,RLB+Muon,900,5.244448,0.000262,2.521111
fineweb,2027,RLB+Muon,910,5.212926,0.000261,2.402467
fineweb,2027,RLB+Muon,920,5.219639,0.000260,2.502906
fineweb,2027,RLB+Muon,930,5.152426,0.000259,2.526245
fineweb,2027,RLB+Muon,940,5.165230,0.000258,2.462983
fineweb,2027,RLB+Muon,950,5.172753,0.000257,2.546636
fineweb,2027,RLB+Muon,960,5.164127,0.000255,2.377811
fineweb,2027,RLB+Muon,970,5.174220,0.000254,2.514964
fineweb,2027,RLB+Muon,980,5.162614,0.000253,2.499718
fineweb,2027,RLB+Muon,990,5.140012,0.000252,2.541249
fineweb,2027,RLB+Muon,1000,5.144074,0.000251,2.463967
fineweb,2027,RLB+Muon,1010,5.148004,0.000250,2.421728
fineweb,2027,RLB+Muon,1020,5.110178,0.000249,2.442320
fineweb,2027,RLB+Muon,1030,5.106077,0.000247,2.532521
fineweb,2027,RLB+Muon,1040,5.111287,0.000246,2.506439
fineweb,2027,RLB+Muon,1050,5.088733,0.000245,2.407575
fineweb,2027,RLB+Muon,1060,5.081997,0.000244,2.457087
fineweb,2027,RLB+Muon,1070,5.082026,0.000243,2.446683
fineweb,2027,RLB+Muon,1080,5.041962,0.000241,2.508330
fineweb,2027,RLB+Muon,1090,5.076754,0.000240,2.505899
fineweb,2027,RLB+Muon,1100,5.076998,0.000239,2.368825
fineweb,2027,RLB+Muon,1110,5.046370,0.000238,2.523140
fineweb,2027,RLB+Muon,1120,5.076075,0.000236,2.523275
fineweb,2027,RLB+Muon,1130,5.045345,0.000235,2.504614
fineweb,2027,RLB+Muon,1140,5.026011,0.000234,2.466319
fineweb,2027,RLB+Muon,1150,5.021401,0.000233,2.407477
fineweb,2027,RLB+Muon,1160,5.004518,0.000231,2.452639
fineweb,2027,RLB+Muon,1170,4.992055,0.000230,2.490977
fineweb,2027,RLB+Muon,1180,5.004431,0.000229,2.509054
fineweb,2027,RLB+Muon,1190,5.014575,0.000227,2.535638
fineweb,2027,RLB+Muon,1200,4.955136,0.000226,2.393813
fineweb,2027,RLB+Muon,1210,4.959186,0.000225,2.493422
fineweb,2027,RLB+Muon,1220,4.950900,0.000223,2.494823
fineweb,2027,RLB+Muon,1230,4.954055,0.000222,2.484625
fineweb,2027,RLB+Muon,1240,4.937673,0.000221,2.470891
fineweb,2027,RLB+Muon,1250,4.948626,0.000219,2.426712
fineweb,2027,RLB+Muon,1260,4.928908,0.000218,2.477659
fineweb,2027,RLB+Muon,1270,4.934289,0.000217,2.477107
fineweb,2027,RLB+Muon,1280,4.910264,0.000215,2.488961
fineweb,2027,RLB+Muon,1290,4.896907,0.000214,2.362981
fineweb,2027,RLB+Muon,1300,4.914376,0.000212,2.460846
fineweb,2027,RLB+Muon,1310,4.908956,0.000211,2.486767
fineweb,2027,RLB+Muon,1320,4.902750,0.000210,2.512922
fineweb,2027,RLB+Muon,1330,4.868910,0.000208,2.516282
fineweb,2027,RLB+Muon,1340,4.869082,0.000207,2.399495
fineweb,2027,RLB+Muon,1350,4.865260,0.000205,2.538081
fineweb,2027,RLB+Muon,1360,4.862964,0.000204,2.481914
fineweb,2027,RLB+Muon,1370,4.808064,0.000203,2.504824
fineweb,2027,RLB+Muon,1380,4.846617,0.000201,2.483644
fineweb,2027,RLB+Muon,1390,4.835271,0.000200,2.400769
fineweb,2027,RLB+Muon,1400,4.860317,0.000198,2.508417
fineweb,2027,RLB+Muon,1410,4.864284,0.000197,2.536910
fineweb,2027,RLB+Muon,1420,4.819432,0.000195,2.442758
fineweb,2027,RLB+Muon,1430,4.818868,0.000194,2.489136
fineweb,2027,RLB+Muon,1440,4.820798,0.000192,2.452814
fineweb,2027,RLB+Muon,1450,4.796662,0.000191,2.479343
fineweb,2027,RLB+Muon,1460,4.836111,0.000190,2.472184
fineweb,2027,RLB+Muon,1470,4.808563,0.000188,2.483255
fineweb,2027,RLB+Muon,1480,4.773405,0.000187,2.385078
fineweb,2027,RLB+Muon,1490,4.792756,0.000185,2.483224
fineweb,2027,RLB+Muon,1500,4.807455,0.000184,2.381957
fineweb,2027,RLB+Muon,1510,4.765178,0.000182,2.504146
fineweb,2027,RLB+Muon,1520,4.774405,0.000181,2.482430
fineweb,2027,RLB+Muon,1530,4.761119,0.000179,2.392012
fineweb,2027,RLB+Muon,1540,4.779333,0.000178,2.452238
fineweb,2027,RLB+Muon,1550,4.730391,0.000176,2.495991
fineweb,2027,RLB+Muon,1560,4.765336,0.000175,2.465405
fineweb,2027,RLB+Muon,1570,4.762552,0.000173,2.499894
fineweb,2027,RLB+Muon,1580,4.760029,0.000172,2.373900
fineweb,2027,RLB+Muon,1590,4.763223,0.000170,2.541518
fineweb,2027,RLB+Muon,1600,4.747001,0.000169,2.457872
fineweb,2027,RLB+Muon,1610,4.725831,0.000167,2.469146
fineweb,2027,RLB+Muon,1620,4.705660,0.000166,2.472038
fineweb,2027,RLB+Muon,1630,4.690869,0.000164,2.358823
fineweb,2027,RLB+Muon,1640,4.729957,0.000163,2.531648
fineweb,2027,RLB+Muon,1650,4.726353,0.000161,2.483013
fineweb,2027,RLB+Muon,1660,4.707935,0.000160,2.525653
fineweb,2027,RLB+Muon,1670,4.697372,0.000158,2.426767
fineweb,2027,RLB+Muon,1680,4.693125,0.000157,2.473298
fineweb,2027,RLB+Muon,1690,4.706265,0.000155,2.472380
fineweb,2027,RLB+Muon,1700,4.706316,0.000154,2.434052
fineweb,2027,RLB+Muon,1710,4.677487,0.000153,2.519300
fineweb,2027,RLB+Muon,1720,4.675549,0.000151,2.426418
fineweb,2027,RLB+Muon,1730,4.661936,0.000150,2.523000
fineweb,2027,RLB+Muon,1740,4.679699,0.000148,2.398059
fineweb,2027,RLB+Muon,1750,4.668595,0.000147,2.431145
fineweb,2027,RLB+Muon,1760,4.660974,0.000145,2.370256
fineweb,2027,RLB+Muon,1770,4.657584,0.000144,2.330440
fineweb,2027,RLB+Muon,1780,4.645141,0.000142,2.261059
fineweb,2027,RLB+Muon,1790,4.649064,0.000141,2.399877
fineweb,2027,RLB+Muon,1800,4.643017,0.000139,2.499868
fineweb,2027,RLB+Muon,1810,4.635714,0.000138,2.480429
fineweb,2027,RLB+Muon,1820,4.620520,0.000136,2.323023
fineweb,2027,RLB+Muon,1830,4.644241,0.000135,2.502029
fineweb,2027,RLB+Muon,1840,4.621648,0.000133,2.551636
fineweb,2027,RLB+Muon,1850,4.614970,0.000132,2.488487
fineweb,2027,RLB+Muon,1860,4.629383,0.000131,2.422086
fineweb,2027,RLB+Muon,1870,4.630172,0.000129,2.422523
fineweb,2027,RLB+Muon,1880,4.645024,0.000128,2.526380
fineweb,2027,RLB+Muon,1890,4.629579,0.000126,2.519416
fineweb,2027,RLB+Muon,1900,4.607573,0.000125,2.416855
fineweb,2027,RLB+Muon,1910,4.614963,0.000123,2.458751
fineweb,2027,RLB+Muon,1920,4.604416,0.000122,2.244539
fineweb,2027,RLB+Muon,1930,4.620566,0.000121,2.299232
fineweb,2027,RLB+Muon,1940,4.589886,0.000119,2.515905
fineweb,2027,RLB+Muon,1950,4.613652,0.000118,2.495033
fineweb,2027,RLB+Muon,1960,4.580847,0.000116,2.392648
fineweb,2027,RLB+Muon,1970,4.589756,0.000115,2.436527
fineweb,2027,RLB+Muon,1980,4.594838,0.000114,2.520205
fineweb,2027,RLB+Muon,1990,4.587232,0.000112,2.483082
fineweb,2027,RLB+Muon,2000,4.581052,0.000111,2.399332
fineweb,2027,RLB+Muon,2010,4.576245,0.000110,2.340097
fineweb,2027,RLB+Muon,2020,4.555265,0.000108,2.362787
fineweb,2027,RLB+Muon,2030,4.553251,0.000107,2.443348
fineweb,2027,RLB+Muon,2040,4.547985,0.000106,2.384107
fineweb,2027,RLB+Muon,2050,4.559376,0.000104,2.447335
fineweb,2027,RLB+Muon,2060,4.539265,0.000103,2.289319
fineweb,2027,RLB+Muon,2070,4.542401,0.000102,2.360566
fineweb,2027,RLB+Muon,2080,4.547161,0.000100,2.500154
fineweb,2027,RLB+Muon,2090,4.565019,0.000099,2.432111
fineweb,2027,RLB+Muon,2100,4.544223,0.000098,2.459829
fineweb,2027,RLB+Muon,2110,4.542389,0.000096,2.418068
fineweb,2027,RLB+Muon,2120,4.515109,0.000095,2.513107
fineweb,2027,RLB+Muon,2130,4.535000,0.000094,2.469049
fineweb,2027,RLB+Muon,2140,4.555417,0.000093,2.407506
fineweb,2027,RLB+Muon,2150,4.513744,0.000091,2.530912
fineweb,2027,RLB+Muon,2160,4.524685,0.000090,2.396858
fineweb,2027,RLB+Muon,2170,4.494506,0.000089,2.485988
fineweb,2027,RLB+Muon,2180,4.517354,0.000088,2.430778
fineweb,2027,RLB+Muon,2190,4.506530,0.000086,2.413522
fineweb,2027,RLB+Muon,2200,4.558801,0.000085,2.485180
fineweb,2027,RLB+Muon,2210,4.508636,0.000084,2.387437
fineweb,2027,RLB+Muon,2220,4.511034,0.000083,2.416030
fineweb,2027,RLB+Muon,2230,4.506305,0.000082,2.445907
fineweb,2027,RLB+Muon,2240,4.510663,0.000080,2.399487
fineweb,2027,RLB+Muon,2250,4.513464,0.000079,2.437040
fineweb,2027,RLB+Muon,2260,4.514901,0.000078,2.416681
fineweb,2027,RLB+Muon,2270,4.493954,0.000077,2.431310
fineweb,2027,RLB+Muon,2280,4.478990,0.000076,2.447077
fineweb,2027,RLB+Muon,2290,4.519871,0.000075,2.386342
fineweb,2027,RLB+Muon,2300,4.496000,0.000074,2.426600
fineweb,2027,RLB+Muon,2310,4.500195,0.000073,2.444714
fineweb,2027,RLB+Muon,2320,4.466660,0.000072,2.499379
fineweb,2027,RLB+Muon,2330,4.489333,0.000070,2.499885
fineweb,2027,RLB+Muon,2340,4.483278,0.000069,2.424214
fineweb,2027,RLB+Muon,2350,4.459877,0.000068,2.497483
fineweb,2027,RLB+Muon,2360,4.473307,0.000067,2.526871
fineweb,2027,RLB+Muon,2370,4.487940,0.000066,2.545512
fineweb,2027,RLB+Muon,2380,4.476697,0.000065,2.515956
fineweb,2027,RLB+Muon,2390,4.450228,0.000064,2.551827
fineweb,2027,RLB+Muon,2400,4.466171,0.000063,2.509260
fineweb,2027,RLB+Muon,2410,4.457151,0.000062,2.346627
fineweb,2027,RLB+Muon,2420,4.466167,0.000061,2.535754
fineweb,2027,RLB+Muon,2430,4.460529,0.000060,2.443264
fineweb,2027,RLB+Muon,2440,4.464091,0.000059,2.434730
fineweb,2027,RLB+Muon,2450,4.459864,0.000059,2.417634
fineweb,2027,RLB+Muon,2460,4.459132,0.000058,2.490559
fineweb,2027,RLB+Muon,2470,4.462509,0.000057,2.473330
fineweb,2027,RLB+Muon,2480,4.436458,0.000056,2.415288
fineweb,2027,RLB+Muon,2490,4.481260,0.000055,2.400245
fineweb,2027,RLB+Muon,2500,4.434433,0.000054,2.417441
fineweb,2027,RLB+Muon,2510,4.494839,0.000053,2.480662
fineweb,2027,RLB+Muon,2520,4.451718,0.000052,2.393210
fineweb,2027,RLB+Muon,2530,4.446320,0.000052,2.440353
fineweb,2027,RLB+Muon,2540,4.455017,0.000051,2.438401
fineweb,2027,RLB+Muon,2550,4.465503,0.000050,2.426995
fineweb,2027,RLB+Muon,2560,4.430467,0.000049,2.431706
fineweb,2027,RLB+Muon,2570,4.433235,0.000049,2.459658
fineweb,2027,RLB+Muon,2580,4.458802,0.000048,2.406931
fineweb,2027,RLB+Muon,2590,4.451408,0.000047,2.363160
fineweb,2027,RLB+Muon,2600,4.455685,0.000046,2.408112
fineweb,2027,RLB+Muon,2610,4.430254,0.000046,2.461270
fineweb,2027,RLB+Muon,2620,4.383580,0.000045,2.474039
fineweb,2027,RLB+Muon,2630,4.431840,0.000044,2.462046
fineweb,2027,RLB+Muon,2640,4.452408,0.000044,2.475474
fineweb,2027,RLB+Muon,2650,4.417010,0.000043,2.457930
fineweb,2027,RLB+Muon,2660,4.401452,0.000042,2.451152
fineweb,2027,RLB+Muon,2670,4.406770,0.000042,2.331972
fineweb,2027,RLB+Muon,2680,4.419727,0.000041,2.521481
fineweb,2027,RLB+Muon,2690,4.434308,0.000041,2.515088
fineweb,2027,RLB+Muon,2700,4.399778,0.000040,2.531999
fineweb,2027,RLB+Muon,2710,4.423090,0.000039,2.541528
fineweb,2027,RLB+Muon,2720,4.413609,0.000039,2.448328
fineweb,2027,RLB+Muon,2730,4.441206,0.000038,2.460756
fineweb,2027,RLB+Muon,2740,4.420490,0.000038,2.458716
fineweb,2027,RLB+Muon,2750,4.430566,0.000037,2.496854
fineweb,2027,RLB+Muon,2760,4.417569,0.000037,2.422757
fineweb,2027,RLB+Muon,2770,4.435659,0.000036,2.464870
fineweb,2027,RLB+Muon,2780,4.394775,0.000036,2.477813
fineweb,2027,RLB+Muon,2790,4.409416,0.000036,2.351695
fineweb,2027,RLB+Muon,2800,4.438821,0.000035,2.454733
fineweb,2027,RLB+Muon,2810,4.396156,0.000035,2.568356
fineweb,2027,RLB+Muon,2820,4.426714,0.000034,2.453104
fineweb,2027,RLB+Muon,2830,4.398914,0.000034,2.488812
fineweb,2027,RLB+Muon,2840,4.401594,0.000034,2.473327
fineweb,2027,RLB+Muon,2850,4.411065,0.000033,2.463328
fineweb,2027,RLB+Muon,2860,4.415925,0.000033,2.522897
fineweb,2027,RLB+Muon,2870,4.393936,0.000033,2.456414
fineweb,2027,RLB+Muon,2880,4.390990,0.000032,2.430100
fineweb,2027,RLB+Muon,2890,4.404607,0.000032,2.480721
fineweb,2027,RLB+Muon,2900,4.400262,0.000032,2.405278
fineweb,2027,RLB+Muon,2910,4.384545,0.000032,2.398531
fineweb,2027,RLB+Muon,2920,4.405483,0.000031,2.533935
fineweb,2027,RLB+Muon,2930,4.405397,0.000031,2.450538
fineweb,2027,RLB+Muon,2940,4.390031,0.000031,2.490139
fineweb,2027,RLB+Muon,2950,4.427468,0.000031,2.430054
fineweb,2027,RLB+Muon,2960,4.372535,0.000031,2.457089
fineweb,2027,RLB+Muon,2970,4.400063,0.000031,2.513192
fineweb,2027,RLB+Muon,2980,4.376711,0.000030,2.419516
fineweb,2027,RLB+Muon,2990,4.401397,0.000030,2.502023
fineweb,2027,RLB+Muon,3000,4.387892,0.000030,2.472121
fineweb,2027,RLB+Muon,3010,4.381997,0.000030,2.450120
fineweb,2027,RLB+Muon,3020,4.346117,0.000030,2.426524
fineweb,2027,RLB+Muon,3030,4.402332,0.000030,2.404797
fineweb,2027,RLB+Muon,3040,4.380572,0.000030,2.493583
fineweb,2027,RLB+Muon,3050,4.374951,0.000030,2.436424
fineweb,2027,RLB+MatrixPolicy (group-stat),1,10.979935,0.000001,4.140115
fineweb,2027,RLB+MatrixPolicy (group-stat),10,10.424730,0.000015,2.685671
fineweb,2027,RLB+MatrixPolicy (group-stat),20,9.684973,0.000030,2.553357
fineweb,2027,RLB+MatrixPolicy (group-stat),30,9.400605,0.000045,2.491273
fineweb,2027,RLB+MatrixPolicy (group-stat),40,9.021070,0.000060,2.485014
fineweb,2027,RLB+MatrixPolicy (group-stat),50,8.552724,0.000075,2.483117
fineweb,2027,RLB+MatrixPolicy (group-stat),60,8.049020,0.000090,2.506496
fineweb,2027,RLB+MatrixPolicy (group-stat),70,7.687565,0.000105,2.531590
fineweb,2027,RLB+MatrixPolicy (group-stat),80,7.428276,0.000120,2.517945
fineweb,2027,RLB+MatrixPolicy (group-stat),90,7.287697,0.000135,2.535884
fineweb,2027,RLB+MatrixPolicy (group-stat),100,7.158929,0.000150,2.517302
fineweb,2027,RLB+MatrixPolicy (group-stat),110,7.031650,0.000165,2.559503
fineweb,2027,RLB+MatrixPolicy (group-stat),120,6.934753,0.000180,2.528615
fineweb,2027,RLB+MatrixPolicy (group-stat),130,6.820359,0.000195,2.476263
fineweb,2027,RLB+MatrixPolicy (group-stat),140,6.742040,0.000210,2.487701
fineweb,2027,RLB+MatrixPolicy (group-stat),150,6.630736,0.000225,2.521333
fineweb,2027,RLB+MatrixPolicy (group-stat),160,6.569120,0.000240,2.565806
fineweb,2027,RLB+MatrixPolicy (group-stat),170,6.501043,0.000255,2.457226
fineweb,2027,RLB+MatrixPolicy (group-stat),180,6.441854,0.000270,2.545015
fineweb,2027,RLB+MatrixPolicy (group-stat),190,6.385174,0.000285,2.482593
fineweb,2027,RLB+MatrixPolicy (group-stat),200,6.327846,0.000300,2.568977
fineweb,2027,RLB+MatrixPolicy (group-stat),210,6.301531,0.000300,2.450296
fineweb,2027,RLB+MatrixPolicy (group-stat),220,6.202751,0.000300,2.470697
fineweb,2027,RLB+MatrixPolicy (group-stat),230,6.187280,0.000300,2.572258
fineweb,2027,RLB+MatrixPolicy (group-stat),240,6.111803,0.000300,2.450148
fineweb,2027,RLB+MatrixPolicy (group-stat),250,6.073025,0.000300,2.457788
fineweb,2027,RLB+MatrixPolicy (group-stat),260,6.014764,0.000300,2.548644
fineweb,2027,RLB+MatrixPolicy (group-stat),270,5.958027,0.000300,2.534535
fineweb,2027,RLB+MatrixPolicy (group-stat),280,5.955030,0.000299,2.547530
fineweb,2027,RLB+MatrixPolicy (group-stat),290,5.901924,0.000299,2.412234
fineweb,2027,RLB+MatrixPolicy (group-stat),300,5.875519,0.000299,2.485812
fineweb,2027,RLB+MatrixPolicy (group-stat),310,5.812017,0.000299,2.534037
fineweb,2027,RLB+MatrixPolicy (group-stat),320,5.772401,0.000299,2.368735
fineweb,2027,RLB+MatrixPolicy (group-stat),330,5.772641,0.000299,2.421110
fineweb,2027,RLB+MatrixPolicy (group-stat),340,5.738224,0.000298,2.534538
fineweb,2027,RLB+MatrixPolicy (group-stat),350,5.707204,0.000298,2.508439
fineweb,2027,RLB+MatrixPolicy (group-stat),360,5.700181,0.000298,2.578059
fineweb,2027,RLB+MatrixPolicy (group-stat),370,5.650591,0.000298,2.528057
fineweb,2027,RLB+MatrixPolicy (group-stat),380,5.653507,0.000297,2.453386
fineweb,2027,RLB+MatrixPolicy (group-stat),390,5.613521,0.000297,2.473927
fineweb,2027,RLB+MatrixPolicy (group-stat),400,5.599225,0.000297,2.561301
fineweb,2027,RLB+MatrixPolicy (group-stat),410,5.567946,0.000296,2.483572
fineweb,2027,RLB+MatrixPolicy (group-stat),420,5.537240,0.000296,2.583976
fineweb,2027,RLB+MatrixPolicy (group-stat),430,5.502560,0.000296,2.532962
fineweb,2027,RLB+MatrixPolicy (group-stat),440,5.492810,0.000295,2.496485
fineweb,2027,RLB+MatrixPolicy (group-stat),450,5.510971,0.000295,2.542290
fineweb,2027,RLB+MatrixPolicy (group-stat),460,5.467417,0.000295,2.525574
fineweb,2027,RLB+MatrixPolicy (group-stat),470,5.465792,0.000294,2.502876
fineweb,2027,RLB+MatrixPolicy (group-stat),480,5.401555,0.000294,2.488422
fineweb,2027,RLB+MatrixPolicy (group-stat),490,5.416503,0.000293,2.533492
fineweb,2027,RLB+MatrixPolicy (group-stat),500,5.394244,0.000293,2.464793
fineweb,2027,RLB+MatrixPolicy (group-stat),510,5.340062,0.000292,2.524304
fineweb,2027,RLB+MatrixPolicy (group-stat),520,5.396700,0.000292,2.507001
fineweb,2027,RLB+MatrixPolicy (group-stat),530,5.336831,0.000291,2.536795
fineweb,2027,RLB+MatrixPolicy (group-stat),540,5.312946,0.000291,2.536495
fineweb,2027,RLB+MatrixPolicy (group-stat),550,5.323140,0.000290,2.524889
fineweb,2027,RLB+MatrixPolicy (group-stat),560,5.305574,0.000290,2.516360
fineweb,2027,RLB+MatrixPolicy (group-stat),570,5.312149,0.000289,2.365144
fineweb,2027,RLB+MatrixPolicy (group-stat),580,5.264768,0.000288,2.519578
fineweb,2027,RLB+MatrixPolicy (group-stat),590,5.234930,0.000288,2.482068
fineweb,2027,RLB+MatrixPolicy (group-stat),600,5.223147,0.000287,2.553192
fineweb,2027,RLB+MatrixPolicy (group-stat),610,5.247740,0.000287,2.494483
fineweb,2027,RLB+MatrixPolicy (group-stat),620,5.214877,0.000286,2.561190
fineweb,2027,RLB+MatrixPolicy (group-stat),630,5.222029,0.000285,2.466741
fineweb,2027,RLB+MatrixPolicy (group-stat),640,5.187568,0.000284,2.554917
fineweb,2027,RLB+MatrixPolicy (group-stat),650,5.186885,0.000284,2.576238
fineweb,2027,RLB+MatrixPolicy (group-stat),660,5.158841,0.000283,2.501691
fineweb,2027,RLB+MatrixPolicy (group-stat),670,5.162249,0.000282,2.437767
fineweb,2027,RLB+MatrixPolicy (group-stat),680,5.177191,0.000282,2.600591
fineweb,2027,RLB+MatrixPolicy (group-stat),690,5.132950,0.000281,2.576142
fineweb,2027,RLB+MatrixPolicy (group-stat),700,5.140345,0.000280,2.548484
