budget_tokens,dataset,seed,method,target_loss,first_hit_step,first_hit_tokens,first_hit_ppl,hit_status,target_hit_minutes,total_minutes,mean_seconds_per_step,tokens_per_second,final_val_loss,slurm_job_id,slurm_restart_count,slurm_node
100000000,dclm,3407,role_depth_v6,4.70,1200,39321600,109.234,hit,8.518,22.838,0.425888,76940.348,4.258430,749331,0,elor-compute-01
100000000,dclm,3407,role_depth_v6,4.55,1500,49152000,94.609,hit,10.647,22.838,0.425888,76940.348,4.258430,749331,0,elor-compute-01
100000000,dclm,3407,role_depth_v6,4.45,1850,60620800,84.392,hit,13.132,22.838,0.425888,76940.348,4.258430,749331,0,elor-compute-01
100000000,dclm,3407,role_depth_v6,4.35,2250,73728000,77.267,hit,15.971,22.838,0.425888,76940.348,4.258430,749331,0,elor-compute-01
100000000,dclm,3407,role_depth_v6,4.30,2600,85196800,73.138,hit,18.455,22.838,0.425888,76940.348,4.258430,749331,0,elor-compute-01
100000000,fineweb_edu,1337,full,4.80,950,31129600,117.499,hit,8.200,27.678,0.517910,63269.646,4.089556,,,
100000000,fineweb_edu,1337,full,4.60,1200,39321600,97.541,hit,10.358,27.678,0.517910,63269.646,4.089556,,,
100000000,fineweb_edu,1337,full,4.40,1550,50790400,80.615,hit,13.379,27.678,0.517910,63269.646,4.089556,,,
100000000,fineweb_edu,1337,full,4.30,1850,60620800,72.533,hit,15.969,27.678,0.517910,63269.646,4.089556,,,
100000000,fineweb_edu,1337,full,4.20,2200,72089600,66.511,hit,18.990,27.678,0.517910,63269.646,4.089556,,,
100000000,fineweb_edu,1337,full,4.10,2950,96665600,60.089,hit,25.464,27.678,0.517910,63269.646,4.089556,,,
100000000,fineweb_edu,1337,no_role_depth,4.80,950,31129600,119.750,hit,5.946,20.280,0.375533,87257.270,4.103217,567143,0,seo-compute-01
100000000,fineweb_edu,1337,no_role_depth,4.60,1250,40960000,97.116,hit,7.824,20.280,0.375533,87257.270,4.103217,567143,0,seo-compute-01
100000000,fineweb_edu,1337,no_role_depth,4.40,1600,52428800,80.401,hit,10.014,20.280,0.375533,87257.270,4.103217,567143,0,seo-compute-01
100000000,fineweb_edu,1337,no_role_depth,4.30,1900,62259200,72.532,hit,11.892,20.280,0.375533,87257.270,4.103217,567143,0,seo-compute-01
100000000,fineweb_edu,1337,no_role_depth,4.20,2250,73728000,66.518,hit,14.082,20.280,0.375533,87257.270,4.103217,567143,0,seo-compute-01
100000000,fineweb_edu,1337,no_role_depth,4.10,,,,not_hit,,20.280,0.375533,87257.270,4.103217,567143,0,seo-compute-01
100000000,fineweb_edu,1337,role_depth_v2,4.80,950,31129600,117.782,hit,6.119,20.881,0.386446,84793.271,4.087605,676426,0,seo-compute-01
100000000,fineweb_edu,1337,role_depth_v2,4.60,1200,39321600,97.957,hit,7.729,20.881,0.386446,84793.271,4.087605,676426,0,seo-compute-01
100000000,fineweb_edu,1337,role_depth_v2,4.40,1550,50790400,80.760,hit,9.983,20.881,0.386446,84793.271,4.087605,676426,0,seo-compute-01
100000000,fineweb_edu,1337,role_depth_v2,4.30,1800,58982400,73.638,hit,11.593,20.881,0.386446,84793.271,4.087605,676426,0,seo-compute-01
