scope,phase,dataset,method,method_label,activation,optimizer,runs,early_stop_runs,steps,train_tokens_per_run,total_seconds_mean,total_seconds_std,total_seconds_min,total_seconds_max,total_minutes_mean,total_hours_mean,mean_seconds_per_step,tokens_per_second_mean
E2_m0_300m_dclm,E2_rational_only_300m,dclm,rlb_matrixpolicy_original,RLB+MatrixPolicy,rlb_fused_global_rational,rational_matrix_policy_onpolicy,3,0,9150,300000000,4062.746695305337,315.3525434689023,3762.593514617998,4391.368175704032,67.71244492175562,1.128540748695927,0.42069837678327304,78223.86136030115
E2_m0_300m_dclm,E2_m0_300m,dclm,silu_adamw,SiLU+AdamW,silu,adamw,3,0,9150,300000000,4256.248164547996,602.8328731547176,3668.4585765129887,4873.074875700055,70.93746940913326,1.1822911568188876,0.4477615261535658,74246.11295976948
E2_m0_300m_dclm,E2_global_rational_optimizers_300m,dclm,rlb_adamw,RLB+AdamW,rlb_fused_global_rational,adamw,3,0,9150,300000000,4304.777301566636,427.55082058412626,3811.1069691739976,4555.724203243968,71.74628835944394,1.195771472657399,0.44342803239627365,74441.13974856495
E2_m0_300m_dclm,E2_m0_300m,dclm,silu_muon,SiLU+Muon,silu,muon,3,0,9150,300000000,4283.82187449967,888.5555295728892,3561.365866075037,5275.980870226049,71.39703124166117,1.1899505206943528,0.4497099097874954,74940.22953145175
E2_m0_300m_dclm,E2_global_rational_optimizers_300m,dclm,rlb_muon,RLB+Muon,rlb_fused_global_rational,muon,3,0,9150,300000000,4351.011355791164,438.2845235618715,4094.3369248248637,4857.08128227503,72.51685592985272,1.2086142654975454,0.4492749482423774,73427.88141285712
E2_m0_300m_dclm,E2_m0_300m,dclm,silu_lion,SiLU+Lion,silu,lion,3,0,9150,300000000,4057.5895258267024,720.8884706446973,3629.186218381976,4889.879475617083,67.62649209711171,1.1271082016185285,0.426497071792017,78441.95713029015
E2_m0_300m_dclm,E2_global_rational_optimizers_300m,dclm,rlb_lion,RLB+Lion,rlb_fused_global_rational,lion,3,0,9150,300000000,4308.315052023933,456.86007411008455,3780.8669794928282,4580.407206553966,71.80525086706555,1.1967541811177593,0.44370275570445206,74469.64945294819
E2_m0_300m_dclm,E2_m0_300m,dclm,silu_soap,SiLU+SOAP,silu,soap_adamw,3,0,9150,300000000,5216.448100514671,737.1417802083987,4365.86508473102,5669.296895538922,86.94080167524451,1.4490133612540752,0.5486730152337705,60587.68170330508
E2_m0_300m_dclm,E2_global_rational_optimizers_300m,dclm,rlb_soap,RLB+SOAP,rlb_fused_global_rational,soap_adamw,3,0,9150,300000000,4274.113155337011,395.06581920999275,3913.089155870024,4696.127236561966,71.23521925561685,1.187253654260281,0.4401854498478003,74873.25637114812
E2_m0_300m_dclm,E2_m0_300m,dclm,silu_ademamix,SiLU+ADeMaMix,silu,ademamix,3,0,9150,300000000,5119.453725485946,1084.2826018925352,3867.6800689419033,5766.922846351983,85.3242287580991,1.4220704793016516,0.48228944726421136,69300.39637159674
E2_m0_300m_dclm,E2_global_rational_optimizers_300m,dclm,rlb_ademamix,RLB+ADeMaMix,rlb_fused_global_rational,ademamix,3,3,9150,300000000,325.85315068737447,114.02903858567802,235.1760729481466,453.8710238569183,5.430885844789574,0.09051476407982624,0.46450369390944,71263.79488536828
E2_m0_300m_dclm,E2_m0_300m,dclm,silu_came,SiLU+CAME,silu,adafactor_came,3,0,9150,300000000,4811.813177780675,701.1869332408738,4002.432503027958,5234.950949948048,80.19688629634457,1.336614771605743,0.5084900036664839,65528.992763513066
E2_m0_300m_dclm,E2_global_rational_optimizers_300m,dclm,rlb_came,RLB+CAME,rlb_fused_global_rational,adafactor_came,3,0,9150,300000000,4525.0132719673375,421.4713001729862,4132.954926318955,4970.7537722780835,75.4168878661223,1.2569481311020383,0.465963954965919,70690.73737152961
E2_m0_300m_dclm,E2_m0_300m,dclm,silu_schedulefree,SiLU+ScheduleFree,silu,schedule_free_adamw,3,0,9150,300000000,4131.28010502737,715.5497636196744,3694.9076742610196,4957.081157677108,68.85466841712284,1.1475778069520473,0.43427540669891546,76941.00761248884
E2_m0_300m_dclm,E2_global_rational_optimizers_300m,dclm,rlb_schedulefree,RLB+ScheduleFree,rlb_fused_global_rational,schedule_free_adamw,3,0,9150,300000000,4350.359127419612,440.51560107017764,3846.0685656298883,4660.1435161629925,72.50598545699354,1.2084330909498924,0.44859940513164953,73597.35675645966
E2_m0_300m_dolma_sample,E2_rational_only_300m,dolma_sample,rlb_matrixpolicy_original,RLB+MatrixPolicy,rlb_fused_global_rational,rational_matrix_policy_onpolicy,3,0,9150,300000000,4425.982604525944,893.9240786491633,3748.2876805479173,5439.105567255989,73.76637674209907,1.2294396123683178,0.460011249647767,73238.37634839163
E2_m0_300m_dolma_sample,E2_m0_300m,dolma_sample,silu_adamw,SiLU+AdamW,silu,adamw,3,0,9150,300000000,3811.153168620658,366.7772498872206,3505.221027480904,4217.752231520135,63.51921947701097,1.0586536579501828,0.3990540249694118,82647.80189060308
E2_m0_300m_dolma_sample,E2_global_rational_optimizers_300m,dolma_sample,rlb_adamw,RLB+AdamW,rlb_fused_global_rational,adamw,3,0,9150,300000000,3908.0189192834464,347.8773847336703,3706.2565629640594,4309.711730343988,65.13364865472411,1.0855608109120685,0.40254462412376035,81843.56499019233
E2_m0_300m_dolma_sample,E2_m0_300m,dolma_sample,silu_muon,SiLU+Muon,silu,muon,3,0,9150,300000000,4677.653335210052,1261.8565822607457,3852.9584162321407,6130.284771387,77.96088892016753,1.299348148669459,0.49372128971716744,69498.07835771308
E2_m0_300m_dolma_sample,E2_global_rational_optimizers_300m,dolma_sample,rlb_muon,RLB+Muon,rlb_fused_global_rational,muon,3,0,9150,300000000,4408.642372990842,352.079144153038,4002.5662702405825,4628.602978218929,73.4773728831807,1.224622881386345,0.4562485927773352,72159.82128500787
E2_m0_300m_dolma_sample,E2_m0_300m,dolma_sample,silu_lion,SiLU+Lion,silu,lion,3,0,9150,300000000,3767.7718070780393,310.6251211238548,3508.175605005119,4111.918513837038,62.796196784633985,1.0466032797438998,0.39422327979544697,83530.07891502201
E2_m0_300m_dolma_sample,E2_global_rational_optimizers_300m,dolma_sample,rlb_lion,RLB+Lion,rlb_fused_global_rational,lion,3,0,9150,300000000,3886.11443904927,337.1947679445505,3690.610350817442,4275.472253242973,64.7685739841545,1.0794762330692416,0.4001835071285723,82306.98593219226
E2_m0_300m_dolma_sample,E2_m0_300m,dolma_sample,silu_soap,SiLU+SOAP,silu,soap_adamw,3,0,9150,300000000,4776.960104897308,709.6975151437064,4290.2150609989185,5591.279217764968,79.61600174828847,1.3269333624714745,0.5025041131606408,66102.19246802594
E2_m0_300m_dolma_sample,E2_global_rational_optimizers_300m,dolma_sample,rlb_soap,RLB+SOAP,rlb_fused_global_rational,soap_adamw,3,0,9150,300000000,4210.308907472257,345.02019203718606,3812.141507189721,4421.053393503069,70.17181512453762,1.1695302520756268,0.43512959887985386,75686.59436690995
E2_m0_300m_dolma_sample,E2_m0_300m,dolma_sample,silu_ademamix,SiLU+ADeMaMix,silu,ademamix,3,0,9150,300000000,4784.29063204769,750.3265781552781,4253.4133556170855,5642.702256083954,79.73817720079484,1.3289696200132473,0.4278550836104495,78310.34713504872
E2_m0_300m_dolma_sample,E2_global_rational_optimizers_300m,dolma_sample,rlb_ademamix,RLB+ADeMaMix,rlb_fused_global_rational,ademamix,3,3,9150,300000000,322.48642299013835,151.4011338622272,230.23888607975096,497.2185009950772,5.374773716502306,0.08957956194170509,0.41344942817652275,79606.00997542839
E2_m0_300m_dolma_sample,E2_m0_300m,dolma_sample,silu_came,SiLU+CAME,silu,adafactor_came,3,0,9150,300000000,3934.5941360729944,140.52013838182518,3822.5038125520005,4092.240128639969,65.57656893454991,1.0929428155758318,0.41162467770744693,79665.96929799313
E2_m0_300m_dolma_sample,E2_global_rational_optimizers_300m,dolma_sample,rlb_came,RLB+CAME,rlb_fused_global_rational,adafactor_came,3,0,9150,300000000,4445.010823083964,354.05032201901076,4036.2107428489253,4653.085277662962,74.08351371806607,1.2347252286344346,0.46078730637357584,71450.66459047048
E2_m0_300m_dolma_sample,E2_m0_300m,dolma_sample,silu_schedulefree,SiLU+ScheduleFree,silu,schedule_free_adamw,3,0,9150,300000000,3616.5128082806787,115.92430902793386,3519.28723249,3744.805179399904,60.27521347134464,1.0045868911890774,0.377745296606909,86810.71726009653
E2_m0_300m_dolma_sample,E2_global_rational_optimizers_300m,dolma_sample,rlb_schedulefree,RLB+ScheduleFree,rlb_fused_global_rational,schedule_free_adamw,3,0,9150,300000000,3964.075851264565,345.11697716132835,3759.9481560243294,4362.542534484994,66.06793085440941,1.1011321809068235,0.40849518808632557,80633.98671502153
E2_m0_300m_fineweb,E2_rational_only_300m,fineweb,rlb_matrixpolicy_original,RLB+MatrixPolicy,rlb_fused_global_rational,rational_matrix_policy_onpolicy,3,0,9150,300000000,3948.50087097,172.03600269502496,3750.4431765970076,4060.805579636013,65.8083478495,1.0968057974916667,0.4077603538763564,80467.93474693982
E2_m0_300m_fineweb,E2_m0_300m,fineweb,silu_adamw,SiLU+AdamW,silu,adamw,3,0,9150,300000000,4584.748009009015,1131.215755246556,3612.3072668480454,5826.228823352023,76.41246681681692,1.2735411136136152,0.48400441974209507,70588.24597408826
E2_m0_300m_fineweb,E2_global_rational_optimizers_300m,fineweb,rlb_adamw,RLB+AdamW,rlb_fused_global_rational,adamw,3,0,9150,300000000,4173.8980874512345,206.18132647302943,3936.333878427744,4306.214383089915,69.56496812418725,1.1594161354031207,0.4308509520905147,76194.46330943653
E2_m0_300m_fineweb,E2_m0_300m,fineweb,silu_muon,SiLU+Muon,silu,muon,3,0,9150,300000000,4181.881345324684,370.7981110074531,3937.7108183060773,4608.559459091979,69.69802242207807,1.1616337070346345,0.43853062612944854,75078.58653458358
E2_m0_300m_fineweb,E2_global_rational_optimizers_300m,fineweb,rlb_muon,RLB+Muon,rlb_fused_global_rational,muon,3,0,9150,300000000,4282.498070451315,291.15115895518215,4018.730795619078,4594.906265494996,71.37496784085525,1.1895827973475874,0.44301695472107044,74205.58784109805
E2_m0_300m_fineweb,E2_m0_300m,fineweb,silu_lion,SiLU+Lion,silu,lion,3,0,9150,300000000,3878.4000459080175,376.8520339713349,3660.688164833002,4313.551263974048,64.64000076513362,1.0773333460855605,0.40656504135723187,81108.93250724181
E2_m0_300m_fineweb,E2_global_rational_optimizers_300m,fineweb,rlb_lion,RLB+Lion,rlb_fused_global_rational,lion,3,0,9150,300000000,4090.3833920315374,325.42248200101415,3714.6193968895823,4279.191001788015,68.17305653385895,1.1362176088976492,0.4219428400341703,78036.86830756973
E2_m0_300m_fineweb,E2_m0_300m,fineweb,silu_soap,SiLU+SOAP,silu,soap_adamw,3,0,9150,300000000,4340.786321818014,37.565309786498545,4299.864276972017,4373.704959726019,72.3464386969669,1.2057739782827817,0.45705971880242224,71696.44163336435
E2_m0_300m_fineweb,E2_global_rational_optimizers_300m,fineweb,rlb_soap,RLB+SOAP,rlb_fused_global_rational,soap_adamw,3,0,9150,300000000,4092.6949882808453,299.4417746753573,3820.927660631947,4413.706354347989,68.21158313801409,1.1368597189669014,0.4223496720608794,77878.66937074646
E2_m0_300m_fineweb,E2_m0_300m,fineweb,silu_ademamix,SiLU+ADeMaMix,silu,ademamix,3,0,9150,300000000,9037.771774923001,8598.83504312558,3754.3302414150094,18959.87016034394,150.62952958205003,2.5104921597008336,0.9251338920703421,60189.710660695826
E2_m0_300m_fineweb,E2_global_rational_optimizers_300m,fineweb,rlb_ademamix,RLB+ADeMaMix,rlb_fused_global_rational,ademamix,3,3,9150,300000000,273.56385783032357,25.107142749929363,245.7721578879282,294.60706240299623,4.5593976305053925,0.07598996050842322,0.43354507074196774,75932.03740891964
E2_m0_300m_fineweb,E2_m0_300m,fineweb,silu_came,SiLU+CAME,silu,adafactor_came,3,0,9150,300000000,8830.602696188687,8349.254872836967,3995.1413440880133,18471.476183083025,147.17671160314478,2.4529451933857467,0.9476290656891826,57383.10768241092
E2_m0_300m_fineweb,E2_global_rational_optimizers_300m,fineweb,rlb_came,RLB+CAME,rlb_fused_global_rational,adafactor_came,3,0,9150,300000000,4320.63738936702,308.4033490275878,4038.791282554157,4650.066953926929,72.01062315611699,1.20017705260195,0.4473143508027808,73518.88385995055
E2_m0_300m_fineweb,E2_m0_300m,fineweb,silu_schedulefree,SiLU+ScheduleFree,silu,schedule_free_adamw,3,0,9150,300000000,3702.23155495635,22.562584620533823,3680.875290950993,3725.8326400100486,61.7038592492725,1.0283976541545417,0.38753135647555864,84557.4978733571
E2_m0_300m_fineweb,E2_global_rational_optimizers_300m,fineweb,rlb_schedulefree,RLB+ScheduleFree,rlb_fused_global_rational,schedule_free_adamw,3,0,9150,300000000,4149.866789264915,328.6021802272146,3770.686678364873,4351.5492172469385,69.16444648774858,1.1527407747958096,0.42853305856159635,76829.85843547048
E2_m0_300m_fineweb_edu,E2_rational_only_300m,fineweb_edu,rlb_matrixpolicy_original,RLB+MatrixPolicy,rlb_fused_global_rational,rational_matrix_policy_onpolicy,3,0,9150,300000000,3936.5980690689757,156.17747780075254,3756.2747312879656,4028.7659684650134,65.60996781781627,1.093499463630271,0.40698682201196,80599.0480608682
E2_m0_300m_fineweb_edu,E2_m0_300m,fineweb_edu,silu_adamw,SiLU+AdamW,silu,adamw,3,0,9150,300000000,4510.005051085318,840.9360776891796,3685.3220271519967,5366.302551058005,75.16675085142197,1.2527791808570328,0.4753590297382512,70683.18057055387
E2_m0_300m_fineweb_edu,E2_global_rational_optimizers_300m,fineweb_edu,rlb_adamw,RLB+AdamW,rlb_fused_global_rational,adamw,3,0,9150,300000000,3982.0959079174013,101.19631515399018,3920.6808342039585,4098.895463807974,66.36826513195669,1.1061377521992781,0.4096805699935087,80014.25106996331
E2_m0_300m_fineweb_edu,E2_m0_300m,fineweb_edu,silu_muon,SiLU+Muon,silu,muon,3,0,9150,300000000,4367.642514802002,773.4839420708465,3829.926972479996,5254.095546065015,72.7940419133667,1.213234031889445,0.45853850633196713,72920.36506967242
E2_m0_300m_fineweb_edu,E2_global_rational_optimizers_300m,fineweb_edu,rlb_muon,RLB+Muon,rlb_fused_global_rational,muon,3,0,9150,300000000,4682.026199577337,147.24740929862753,4596.245493797003,4852.05054647394,78.03376999295561,1.300562833215927,0.4852104424526048,67576.28490255868
E2_m0_300m_fineweb_edu,E2_m0_300m,fineweb_edu,silu_lion,SiLU+Lion,silu,lion,3,0,9150,300000000,4467.183848329005,689.9003406989606,3670.5557523129974,4865.985312970937,74.45306413881674,1.2408844023136125,0.47093125241710254,70922.98621982607
E2_m0_300m_fineweb_edu,E2_global_rational_optimizers_300m,fineweb_edu,rlb_lion,RLB+Lion,rlb_fused_global_rational,lion,3,0,9150,300000000,3964.429545542613,88.44789411009963,3910.441621735692,4066.50351833296,66.07382575904356,1.1012304293173925,0.4077780158992516,80381.31878442309
E2_m0_300m_fineweb_edu,E2_m0_300m,fineweb_edu,silu_soap,SiLU+SOAP,silu,soap_adamw,3,0,9150,300000000,5206.485059135982,720.8913830016061,4374.089522717986,5627.440904636984,86.7747509855997,1.446245849759995,0.5474789864575659,60685.2486171686
E2_m0_300m_fineweb_edu,E2_global_rational_optimizers_300m,fineweb_edu,rlb_soap,RLB+SOAP,rlb_fused_global_rational,soap_adamw,3,0,9150,300000000,4283.355993899827,219.0911093790002,4030.4556491505355,4415.460892456002,71.38926656499711,1.1898211094166187,0.4426995871374725,74163.37900163306
E2_m0_300m_fineweb_edu,E2_m0_300m,fineweb_edu,silu_ademamix,SiLU+ADeMaMix,silu,ademamix,3,0,9150,300000000,5309.269116561986,641.8569950183715,4588.0777606480115,5817.826523253927,88.48781860936644,1.474796976822774,0.476246726470933,70175.39499567906
E2_m0_300m_fineweb_edu,E2_global_rational_optimizers_300m,fineweb_edu,rlb_ademamix,RLB+ADeMaMix,rlb_fused_global_rational,ademamix,3,3,9150,300000000,283.1039084919418,22.78759090518419,259.1905634198338,304.56785428896546,4.718398474865697,0.07863997458109495,0.42855046372175576,76584.79674991775
E2_m0_300m_fineweb_edu,E2_m0_300m,fineweb_edu,silu_came,SiLU+CAME,silu,adafactor_came,3,0,9150,300000000,4811.744305209654,702.5527892231291,4000.5073699310014,5218.545048185973,80.19573842016091,1.336595640336015,0.5079443825591416,65602.63822597038
E2_m0_300m_fineweb_edu,E2_global_rational_optimizers_300m,fineweb_edu,rlb_came,RLB+CAME,rlb_fused_global_rational,adafactor_came,3,0,9150,300000000,4513.396296771748,216.0323004273777,4263.958421327174,4640.46354201599,75.22327161286246,1.2537211935477077,0.4678472313585572,70158.18272020495
E2_m0_300m_fineweb_edu,E2_m0_300m,fineweb_edu,silu_schedulefree,SiLU+ScheduleFree,silu,schedule_free_adamw,3,0,9150,300000000,4531.633506307709,714.0824957679555,3707.082089981006,4944.088483582018,75.52722510512848,1.2587870850854745,0.47806428932022454,69904.06519260239
E2_m0_300m_fineweb_edu,E2_global_rational_optimizers_300m,fineweb_edu,rlb_schedulefree,RLB+ScheduleFree,rlb_fused_global_rational,schedule_free_adamw,3,0,9150,300000000,4260.675619646984,234.53516061161022,3994.380021357909,4436.505174987949,71.01126032744973,1.1835210054574956,0.44010664181924164,74619.8965824656
