scope,method,method_label,activation,optimizer,runs,early_stop_runs,steps,train_tokens_per_run,total_seconds_mean,total_seconds_std,total_seconds_min,total_seconds_max,total_minutes_mean,total_hours_mean,mean_seconds_per_step,tokens_per_second_mean
E2_m0_300m_fineweb,silu_soap,SiLU+SOAP,silu,soap_adamw,3,0,9150,300000000,4340.786321818014,37.565309786498545,4299.864276972017,4373.704959726019,72.3464386969669,1.2057739782827817,0.45705971880242224,71696.44163336435
E2_m0_300m_fineweb,rlb_soap,RLB+SOAP,rlb_fused_global_rational,soap_adamw,3,0,9150,300000000,4092.6949882808453,299.4417746753573,3820.927660631947,4413.706354347989,68.21158313801409,1.1368597189669014,0.4223496720608794,77878.66937074646
E2_m0_300m_fineweb,silu_ademamix,SiLU+ADeMaMix,silu,ademamix,3,0,9150,300000000,9037.771774923001,8598.83504312558,3754.3302414150094,18959.87016034394,150.62952958205003,2.5104921597008336,0.9251338920703421,60189.710660695826
E2_m0_300m_fineweb,rlb_ademamix,RLB+ADeMaMix,rlb_fused_global_rational,ademamix,3,3,9150,300000000,273.56385783032357,25.107142749929363,245.7721578879282,294.60706240299623,4.5593976305053925,0.07598996050842322,0.43354507074196774,75932.03740891964
E2_m0_300m_fineweb,silu_came,SiLU+CAME,silu,adafactor_came,3,0,9150,300000000,8830.602696188687,8349.254872836967,3995.1413440880133,18471.476183083025,147.17671160314478,2.4529451933857467,0.9476290656891826,57383.10768241092
E2_m0_300m_fineweb,rlb_came,RLB+CAME,rlb_fused_global_rational,adafactor_came,3,0,9150,300000000,4320.63738936702,308.4033490275878,4038.791282554157,4650.066953926929,72.01062315611699,1.20017705260195,0.4473143508027808,73518.88385995055
E2_m0_300m_fineweb,silu_schedulefree,SiLU+ScheduleFree,silu,schedule_free_adamw,3,0,9150,300000000,3702.23155495635,22.562584620533823,3680.875290950993,3725.8326400100486,61.7038592492725,1.0283976541545417,0.38753135647555864,84557.4978733571
E2_m0_300m_fineweb,rlb_schedulefree,RLB+ScheduleFree,rlb_fused_global_rational,schedule_free_adamw,3,0,9150,300000000,4149.866789264915,328.6021802272146,3770.686678364873,4351.5492172469385,69.16444648774858,1.1527407747958096,0.42853305856159635,76829.85843547048
E2_m0_300m_fineweb_edu,rlb_matrixpolicy_original,RLB+MatrixPolicy,rlb_fused_global_rational,rational_matrix_policy_onpolicy,3,0,9150,300000000,3936.5980690689757,156.17747780075254,3756.2747312879656,4028.7659684650134,65.60996781781627,1.093499463630271,0.40698682201196,80599.0480608682
E2_m0_300m_fineweb_edu,silu_adamw,SiLU+AdamW,silu,adamw,3,0,9150,300000000,4510.005051085318,840.9360776891796,3685.3220271519967,5366.302551058005,75.16675085142197,1.2527791808570328,0.4753590297382512,70683.18057055387
E2_m0_300m_fineweb_edu,rlb_adamw,RLB+AdamW,rlb_fused_global_rational,adamw,3,0,9150,300000000,3982.0959079174013,101.19631515399018,3920.6808342039585,4098.895463807974,66.36826513195669,1.1061377521992781,0.4096805699935087,80014.25106996331
E2_m0_300m_fineweb_edu,silu_muon,SiLU+Muon,silu,muon,3,0,9150,300000000,4367.642514802002,773.4839420708465,3829.926972479996,5254.095546065015,72.7940419133667,1.213234031889445,0.45853850633196713,72920.36506967242
